# This was auto-generated by make-af.csv.py
Port ,Pin ,AF0                        ,AF1             ,AF2       ,AF3             ,AF4      ,AF5      ,AF6       ,AF7                 ,AF8                   ,AF9       ,AF10           ,AF11                        ,AF12                      ,AF13       ,AF14             ,AF15    ,ADC
PortB,PB5 ,                           ,LPTIM1_IN1      ,          ,                ,I2C1_SMBA,SPI1_MOSI,SPI3_MOSI ,USART1_CK           ,                      ,TSC_G2_IO2,               ,LCD_SEG9                    ,COMP2_OUT                 ,SAI1_SD_B  ,TIM16_BKIN       ,EVENTOUT,
PortB,PB6 ,                           ,LPTIM1_ETR      ,          ,                ,I2C1_SCL ,         ,          ,USART1_TX           ,                      ,TSC_G2_IO3,               ,                            ,                          ,SAI1_FS_B  ,TIM16_CH1N       ,EVENTOUT,
PortB,PB7 ,                           ,LPTIM1_IN2      ,          ,                ,I2C1_SDA ,         ,          ,USART1_RX           ,                      ,TSC_G2_IO4,               ,LCD_SEG21                   ,                          ,           ,                 ,EVENTOUT,
PortB,PB8 ,                           ,                ,          ,                ,I2C1_SCL ,         ,          ,                    ,                      ,CAN1_RX   ,               ,LCD_SEG16                   ,SDMMC1_D4                 ,SAI1_MCLK_A,TIM16_CH1        ,EVENTOUT,
PortB,PB9 ,                           ,IR_OUT          ,          ,                ,I2C1_SDA ,SPI2_NSS ,          ,                    ,                      ,CAN1_TX   ,               ,LCD_COM3                    ,SDMMC1_D5                 ,SAI1_FS_A  ,                 ,EVENTOUT,
PortB,PB10,                           ,TIM2_CH3        ,          ,                ,I2C2_SCL ,SPI2_SCK ,          ,USART3_TX           ,LPUART1_RX            ,TSC_SYNC  ,QUADSPI_CLK    ,LCD_SEG10                   ,COMP1_OUT                 ,SAI1_SCK_A ,                 ,EVENTOUT,
PortB,PB11,                           ,TIM2_CH4        ,          ,                ,I2C2_SDA ,         ,          ,USART3_RX           ,LPUART1_TX            ,          ,QUADSPI_BK1_NCS,LCD_SEG11                   ,COMP2_OUT                 ,           ,                 ,EVENTOUT,
PortB,PB12,                           ,TIM1_BKIN       ,          ,TIM1_BKIN_COMP2 ,I2C2_SMBA,SPI2_NSS ,          ,USART3_CK           ,LPUART1_DE/LPUART1_RTS,TSC_G1_IO1,               ,LCD_SEG12                   ,SWPMI1_IO                 ,SAI1_FS_A  ,TIM15_BKIN       ,EVENTOUT,
PortB,PB13,                           ,TIM1_CH1N       ,          ,                ,I2C2_SCL ,SPI2_SCK ,          ,USART3_CTS          ,LPUART1_CTS           ,TSC_G1_IO2,               ,LCD_SEG13                   ,SWPMI1_TX                 ,SAI1_SCK_A ,TIM15_CH1N       ,EVENTOUT,
PortB,PB14,                           ,TIM1_CH2N       ,          ,                ,I2C2_SDA ,SPI2_MISO,          ,USART3_DE/USART3_RTS,                      ,TSC_G1_IO3,               ,LCD_SEG14                   ,SWPMI1_RX                 ,SAI1_MCLK_A,TIM15_CH1        ,EVENTOUT,
PortB,PB15,RTC_REFIN                  ,TIM1_CH3N       ,          ,                ,         ,SPI2_MOSI,          ,                    ,                      ,TSC_G1_IO4,               ,LCD_SEG15                   ,SWPMI1_SUSPEND            ,SAI1_SD_A  ,TIM15_CH2        ,EVENTOUT,
PortC,PC0 ,                           ,LPTIM1_IN1      ,          ,                ,I2C3_SCL ,         ,          ,                    ,LPUART1_RX            ,          ,               ,LCD_SEG18                   ,                          ,           ,LPTIM2_IN1       ,EVENTOUT,
PortC,PC1 ,                           ,LPTIM1_OUT      ,          ,                ,I2C3_SDA ,         ,          ,                    ,LPUART1_TX            ,          ,               ,LCD_SEG19                   ,                          ,           ,                 ,EVENTOUT,
PortC,PC2 ,                           ,LPTIM1_IN2      ,          ,                ,         ,SPI2_MISO,          ,                    ,                      ,          ,               ,LCD_SEG20                   ,                          ,           ,                 ,EVENTOUT,
PortC,PC3 ,                           ,LPTIM1_ETR      ,          ,                ,         ,SPI2_MOSI,          ,                    ,                      ,          ,               ,LCD_VLCD                    ,                          ,SAI1_SD_A  ,LPTIM2_ETR       ,EVENTOUT,
PortC,PC4 ,                           ,                ,          ,                ,         ,         ,          ,USART3_TX           ,                      ,          ,               ,LCD_SEG22                   ,                          ,           ,                 ,EVENTOUT,
PortC,PC5 ,                           ,                ,          ,                ,         ,         ,          ,USART3_RX           ,                      ,          ,               ,LCD_SEG23                   ,                          ,           ,                 ,EVENTOUT,
PortC,PC6 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G4_IO1,               ,LCD_SEG24                   ,SDMMC1_D6                 ,           ,                 ,EVENTOUT,
PortC,PC7 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G4_IO2,               ,LCD_SEG25                   ,SDMMC1_D7                 ,           ,                 ,EVENTOUT,
PortC,PC8 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G4_IO3,               ,LCD_SEG26                   ,SDMMC1_D0                 ,           ,                 ,EVENTOUT,
PortC,PC9 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G4_IO4,USB_NOE        ,LCD_SEG27                   ,SDMMC1_D1                 ,           ,                 ,EVENTOUT,
PortC,PC10,                           ,                ,          ,                ,         ,         ,SPI3_SCK  ,USART3_TX           ,                      ,TSC_G3_IO2,               ,LCD_COM4/LCD_SEG28/LCD_SEG40,SDMMC1_D2                 ,           ,                 ,EVENTOUT,
PortC,PC11,                           ,                ,          ,                ,         ,         ,SPI3_MISO ,USART3_RX           ,                      ,TSC_G3_IO3,               ,LCD_COM5/LCD_SEG29/LCD_SEG41,SDMMC1_D3                 ,           ,                 ,EVENTOUT,
PortC,PC12,                           ,                ,          ,                ,         ,         ,SPI3_MOSI ,USART3_CK           ,                      ,TSC_G3_IO4,               ,LCD_COM6/LCD_SEG30/LCD_SEG42,SDMMC1_CK                 ,           ,                 ,EVENTOUT,
PortC,PC13,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortC,PC14,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortC,PC15,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD0 ,                           ,                ,          ,                ,         ,SPI2_NSS ,          ,                    ,                      ,CAN1_RX   ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD1 ,                           ,                ,          ,                ,         ,SPI2_SCK ,          ,                    ,                      ,CAN1_TX   ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD2 ,                           ,                ,          ,                ,         ,         ,          ,USART3_DE/USART3_RTS,                      ,TSC_SYNC  ,               ,LCD_COM7/LCD_SEG31/LCD_SEG43,SDMMC1_CMD                ,           ,                 ,EVENTOUT,
PortD,PD3 ,                           ,                ,          ,                ,         ,SPI2_MISO,          ,USART2_CTS          ,                      ,          ,QUADSPI_BK2_NCS,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD4 ,                           ,                ,          ,                ,         ,SPI2_MOSI,          ,USART2_DE/USART2_RTS,                      ,          ,QUADSPI_BK2_IO0,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD5 ,                           ,                ,          ,                ,         ,         ,          ,USART2_TX           ,                      ,          ,QUADSPI_BK2_IO1,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD6 ,                           ,                ,          ,                ,         ,         ,          ,USART2_RX           ,                      ,          ,QUADSPI_BK2_IO2,                            ,                          ,SAI1_SD_A  ,                 ,EVENTOUT,
PortD,PD7 ,                           ,                ,          ,                ,         ,         ,          ,USART2_CK           ,                      ,          ,QUADSPI_BK2_IO3,                            ,                          ,           ,                 ,EVENTOUT,
PortD,PD8 ,                           ,                ,          ,                ,         ,         ,          ,USART3_TX           ,                      ,          ,               ,LCD_SEG28                   ,                          ,           ,                 ,EVENTOUT,
PortD,PD9 ,                           ,                ,          ,                ,         ,         ,          ,USART3_RX           ,                      ,          ,               ,LCD_SEG29                   ,                          ,           ,                 ,EVENTOUT,
PortD,PD10,                           ,                ,          ,                ,         ,         ,          ,USART3_CK           ,                      ,TSC_G6_IO1,               ,LCD_SEG30                   ,                          ,           ,                 ,EVENTOUT,
PortD,PD11,                           ,                ,          ,                ,         ,         ,          ,USART3_CTS          ,                      ,TSC_G6_IO2,               ,LCD_SEG31                   ,                          ,           ,LPTIM2_ETR       ,EVENTOUT,
PortD,PD12,                           ,                ,          ,                ,         ,         ,          ,USART3_DE/USART3_RTS,                      ,TSC_G6_IO3,               ,LCD_SEG32                   ,                          ,           ,LPTIM2_IN1       ,EVENTOUT,
PortD,PD13,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G6_IO4,               ,LCD_SEG33                   ,                          ,           ,LPTIM2_OUT       ,EVENTOUT,
PortD,PD14,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,LCD_SEG34                   ,                          ,           ,                 ,EVENTOUT,
PortD,PD15,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,LCD_SEG35                   ,                          ,           ,                 ,EVENTOUT,
PortE,PE0 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,LCD_SEG36                   ,                          ,           ,TIM16_CH1        ,EVENTOUT,
PortE,PE1 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,LCD_SEG37                   ,                          ,           ,                 ,EVENTOUT,
PortE,PE2 ,TRACECLK                   ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G7_IO1,               ,LCD_SEG38                   ,                          ,SAI1_MCLK_A,                 ,EVENTOUT,
PortE,PE3 ,TRACED0                    ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G7_IO2,               ,LCD_SEG39                   ,                          ,SAI1_SD_B  ,                 ,EVENTOUT,
PortE,PE4 ,TRACED1                    ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G7_IO3,               ,                            ,                          ,SAI1_FS_A  ,                 ,EVENTOUT,
PortE,PE5 ,TRACED2                    ,                ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G7_IO4,               ,                            ,                          ,SAI1_SCK_A ,                 ,EVENTOUT,
PortE,PE6 ,TRACED3                    ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,SAI1_SD_A  ,                 ,EVENTOUT,
PortE,PE7 ,                           ,TIM1_ETR        ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,SAI1_SD_B  ,                 ,EVENTOUT,
PortE,PE8 ,                           ,TIM1_CH1N       ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,SAI1_SCK_B ,                 ,EVENTOUT,
PortE,PE9 ,                           ,TIM1_CH1        ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,SAI1_FS_B  ,                 ,EVENTOUT,
PortE,PE10,                           ,TIM1_CH2N       ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G5_IO1,QUADSPI_CLK    ,                            ,                          ,SAI1_MCLK_B,                 ,EVENTOUT,
PortE,PE11,                           ,TIM1_CH2        ,          ,                ,         ,         ,          ,                    ,                      ,TSC_G5_IO2,QUADSPI_BK1_NCS,                            ,                          ,           ,                 ,EVENTOUT,
PortE,PE12,                           ,TIM1_CH3N       ,          ,                ,         ,SPI1_NSS ,          ,                    ,                      ,TSC_G5_IO3,QUADSPI_BK1_IO0,                            ,                          ,           ,                 ,EVENTOUT,
PortE,PE13,                           ,TIM1_CH3        ,          ,                ,         ,SPI1_SCK ,          ,                    ,                      ,TSC_G5_IO4,QUADSPI_BK1_IO1,                            ,                          ,           ,                 ,EVENTOUT,
PortE,PE14,                           ,TIM1_CH4        ,TIM1_BKIN2,TIM1_BKIN2_COMP2,         ,SPI1_MISO,          ,                    ,                      ,          ,QUADSPI_BK1_IO2,                            ,                          ,           ,                 ,EVENTOUT,
PortE,PE15,                           ,TIM1_BKIN       ,          ,TIM1_BKIN_COMP1 ,         ,SPI1_MOSI,          ,                    ,                      ,          ,QUADSPI_BK1_IO3,                            ,                          ,           ,                 ,EVENTOUT,
PortH,PH0 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortH,PH1 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortH,PH3 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,EVENTOUT,
PortI,PI8 ,                           ,                ,          ,                ,         ,         ,          ,                    ,                      ,          ,               ,                            ,                          ,           ,                 ,        ,
