Port,,AF0,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10,AF11,AF12,AF13,AF14,AF15,
,,SYS_AF,LPTIM1/TIM2/5/15/16/17,I2C3/TIM1/2/3/4/5/8/15/20/GPCOMP1,QUADSPI/I2C3/4/SAI1/USB/TIM8/15/20/GPCOMP3/TSC,I2C1/2/3/4/TIM1/8/16/17,QUADSPI/SPI1/2/3/4/I2S2/3/I2C4/UART4/5/TIM8/Infrared,QUADSPI/SPI2/3/I2S2/3/TIM1/5/8/20/Infrared,USART1/2/3/CAN/GPCOMP5/6/7,I2C3/4/UART4/5/LPUART1/GPCOMP1/2/3/4/5/6/7,CAN/TIM1/8/15/CAN1/2,QUADSPI/TIM2/3/4/8/17,LPTIM1/TIM1/8/CAN1/3,SDIO/FMC/LPUART1/SAI1TIM1,SAI1/OPAMP2,UART4/5/SAI1/TIM2/15/UCPD,EVENT,
PortA,PA13,SWDIO/JTMS,TIM16_CH1N,,,,IR_OUT,,USART3_CTS,,,TIM4_CH3,,,SAI1_SD_B,,EVENTOUT
PortA,PA14,SWCLK/JTCK,LPTIM1_OUT,,I2C4_SMBA,I2C1_SDA,TIM8_CH2,TIM1_BKIN,USART2_TX,,,,CAN3_TXFD,,SAI1_FS_B,,EVENTOUT
PortA,PA15,JTDI,TIM2_CH1,TIM8_CH1,,I2C1_SCL,SPI1_NSS,SPI3_NSS/I2S3_WS,USART2_RX,UART4_RTS_DE,TIM1_BKIN,,CAN3_TX,,,TIM2_ETR,EVENTOUT
PortB,PB0,,,TIM3_CH3,,TIM8_CH2N,,TIM1_CH2N,,,,QUADSPI_BK1_IO1,,,,UCPD1_FRSTX,EVENTOUT
PortB,PB1,,,TIM3_CH4,,TIM8_CH3N,,TIM1_CH3N,,COMP4_OUT,,QUADSPI_BK1_IO0,,LPUART1_RTS_DE,,,EVENTOUT
PortB,PB2,,LPTIM1_OUT,TIM5_CH1,TIM20_CH1,I2C3_SMBA,,,,,,QUADSPI_BK2_IO1,,,,,EVENTOUT
PortB,PB3,JTDO/TRACESWO,TIM2_CH2,TIM4_ETR,USB_CRS_SYNC,TIM8_CH1N,SPI1_SCK,SPI3_SCK/I2S3_CK,USART2_TX,,,TIM3_ETR,CAN3_RX,,,SAI1_SCK_B,EVENTOUT
PortB,PB4,JTRST,TIM16_CH1,TIM3_CH1,,TIM8_CH2N,SPI1_MISO,SPI3_MISO,USART2_RX,UART5_RTS_DE,,TIM17_BKIN,CAN3_TX,,,SAI1_MCLK_B,EVENTOUT
PortB,PB5,,TIM16_BKIN,TIM3_CH2,TIM8_CH3N,I2C1_SMBA,SPI1_MOSI,SPI3_MOSI/I2S3_SD,USART2_CK,I2C3_SDA,CAN2_RX,TIM17_CH1,LPTIM1_IN1,SAI1_SD_B,,UART5_CTS,EVENTOUT
PortB,PB6,,TIM16_CH1N,TIM4_CH1,I2C4_SCL,I2C1_SCL,TIM8_CH1,TIM8_ETR,USART1_TX,COMP4_OUT,CAN2_TX,TIM8_BKIN2,LPTIM1_ETR,,,SAI1_FS_B,EVENTOUT
PortB,PB7,,TIM17_CH1N,TIM4_CH2,I2C4_SDA,I2C1_SDA,TIM8_BKIN,,USART1_RX,COMP3_OUT,CAN2_TXFD,TIM3_CH4,LPTIM1_IN2,FMC_NL,,UART4_CTS,EVENTOUT
PortB,PB8,,TIM16_CH1,TIM4_CH3,SAI1_CK1,I2C1_SCL,,,USART3_RX,COMP1_OUT,CAN1_RX,TIM8_CH2,,TIM1_BKIN,,SAI1_MCLK_A,EVENTOUT
PortB,PB9,,TIM17_CH1,TIM4_CH4,SAI1_D2,I2C1_SDA,,IR_OUT,USART3_TX,COMP2_OUT,CAN1_TX,TIM8_CH3,,TIM1_CH3N,,SAI1_FS_A,EVENTOUT
PortB,PB10,,TIM2_CH3,,,,,,USART3_TX,LPUART1_RX,,QUADSPI_CLK,CAN3_TXFD,TIM1_BKIN,,SAI1_SCK_A,EVENTOUT
PortB,PB11,,TIM2_CH4,,,,,,USART3_RX,LPUART1_TX,,QUADSPI_BK1_NCS,CAN3_RXFD,,,,EVENTOUT
PortB,PB12,,,TIM5_ETR,,I2C2_SMBA,SPI2_NSS/I2S2_WS,TIM1_BKIN,USART3_CKLP,UART1_RTS_DE,CAN2_RX,,,,,,EVENTOUT
PortB,PB13,,,,,,SPI2_SCK/I2S2_CK,TIM1_CH1N,USART3_CTS,LPUART1_CTS,CAN2_TX,,,,,,EVENTOUT
PortB,PB14,,TIM15_CH1,,,,SPI2_MISO,TIM1_CH2N,USART3_RTS_DE,COMP4_OUT,,,,,,,EVENTOUT
PortB,PB15,RTC_REFIN,TIM15_CH2,TIM15_CH1N,COMP3_OUT,TIM1_CH3N,SPI2_MOSI/I2S2_SD,,,,,,,,,,EVENTOUT
PortC,PC0,,LPTIM1_IN1,TIM1_CH1,,,,,,LPUART1_RX,,,,,,,EVENTOUT
PortC,PC1,,LPTIM1_OUT,TIM1_CH2,,,,,,LPUART1_TX,,QUADSPI_BK2_IO0,,,SAI1_SD_A,,EVENTOUT
PortC,PC2,,LPTIM1_IN2,TIM1_CH3,COMP3_OUT,,,TIM20_CH2,,,,QUADSPI_BK2_IO1,,,,,EVENTOUT
PortC,PC3,,LPTIM1_ETR,TIM1_CH4,SAI1_D1,,,TIM1_BKIN2,,,,QUADSPI_BK2_IO2,,,SAI1_SD_A,,EVENTOUT
PortC,PC4,,,TIM1_ETR,,I2C2_SCL,,,USART1_TX,,,QUADSPI_BK2_IO3,,,,,EVENTOUT
PortC,PC5,,,TIM15_BKIN,SAI1_D3,,,TIM1_CH4N,USART1_RX,,,,,,,,EVENTOUT
PortC,PC6,,,TIM3_CH1,,TIM8_CH1,,I2S2_MCK,COMP6_OUT,I2C4_SCL,,,,,,,EVENTOUT
PortC,PC7,,,TIM3_CH2,,TIM8_CH2,,I2S3_MCK,COMP5_OUT,I2C4_SDA,,,,,,,EVENTOUT
PortC,PC8,,,TIM3_CH3,,TIM8_CH3,,TIM20_CH3,COMP7_OUT,I2C3_SCL,,,,,,,EVENTOUT
PortC,PC9,,,TIM3_CH4,,TIM8_CH4,I2SCKIN,TIM8_BKIN2,,I2C3_SDA,,,,,,,EVENTOUT
PortC,PC10,,,,,TIM8_CH1N,UART4_TX,SPI3_SCK/I2S3_CK,USART3_TX,,,,,,,,EVENTOUT
PortC,PC11,,,,,TIM8_CH2N,UART4_RX,SPI3_MISO,USART3_RX,I2C3_SDA,,,,,,,EVENTOUT
PortC,PC12,,TIM5_CH2,,,TIM8_CH3N,UART5_TX,SPI3_MOSI/I2S3_SD,USART3_CK,,,,,,,UCPD1_FRSTX,EVENTOUT
PortC,PC13,,,TIM1_BKIN,,TIM1_CH1N,,TIM8_CH4N,,,,,,,,,EVENTOUT
PortC,PC14,,,,,,,,,,,,,,,,EVENTOUT
PortC,PC15,,,,,,,,,,,,,,,,EVENTOUT
PortD,PD0,,,,,,,TIM8_CH4N,,,CAN1_RX,,,FMC_D2,,,EVENTOUT
PortD,PD1,,,,,TIM8_CH4,,TIM8_BKIN2,,,CAN1_TX,,,FMC_D3,,,EVENTOUT
PortD,PD2,,,TIM3_ETR,,TIM8_BKIN,UART5_RX,,,,,,,,,,EVENTOUT
PortD,PD3,,,TIM2_CH1/TIM2_ETR,,,,,USART2_CTS,,,QUADSPI_BK2_NCS,,FMC_CLK,,,EVENTOUT
PortD,PD4,,,TIM2_CH2,,,,,USART2_RTS_DE,,CAN1_RXFD,QUADSPI_BK2_IO0,,FMC_NOE,,,EVENTOUT
PortD,PD5,,,,,,,,USART2_TX,,CAN1_TXFD,QUADSPI_BK2_IO1,,FMC_NWE,,,EVENTOUT
PortD,PD6,,,TIM2_CH4,SAI1_D1,,,,USART2_RX,,CAN2_RXFD,QUADSPI_BK2_IO2,,FMC_NWAIT,SAI1_SD_A,,EVENTOUT
PortD,PD7,,,TIM2_CH3,,,,,USART2_CK,,,QUADSPI_BK2_IO3,,FMC_NCE/FMC_NE1,,,EVENTOUT
PortD,PD8,,,,,,,,USART3_TX,,,,,FMC_D13,,,EVENTOUT
PortD,PD9,,,,,,,,USART3_RX,,CAN2_RXFD,,,FMC_D14,,,EVENTOUT
PortD,PD10,,,,,,,,USART3_CK,,CAN2_TXFD,,,FMC_D15,,,EVENTOUT
PortD,PD11,,TIM5_ETR,,,I2C4_SMBA,,,USART3_CTS,,,,,FMC_A16,,,EVENTOUT
PortD,PD12,,,TIM4_CH1,,,,,USART3_RTS_DE,,,,,FMC_A17,,,EVENTOUT
PortD,PD13,,,TIM4_CH2,,,,,,,,,,FMC_A18,,,EVENTOUT
PortD,PD14,,,TIM4_CH3,,,,,,,,,,FMC_D0,,,EVENTOUT
PortD,PD15,,,TIM4_CH4,,,,SPI2_NSS,,,,,,FMC_D1,,,EVENTOUT
PortE,PE0,,,TIM4_ETR,TIM20_CH4N,TIM16_CH1,,TIM20_ETR,USART1_TX,,CAN1_RXFD,,,FMC_NBL0,,,EVENTOUT
PortE,PE1,,,,,TIM17_CH1,,TIM20_CH4,USART1_RX,,CAN1_TXFD,,,FMC_NBL1,,,EVENTOUT
PortE,PE2,TRACECK,,TIM3_CH1,SAI1_CK1,,SPI4_SCK,TIM20_CH1,,,,,,FMC_A23,SAI1_MCLK_A,,EVENTOUT
PortE,PE3,TRACED0,,TIM3_CH2,,,SPI4_NSS,TIM20_CH2,,,,,,FMC_A19,SAI1_SD_B,,EVENTOUT
PortE,PE4,TRACED1,,TIM3_CH3,SAI1_D2,,SPI4_NSS,TIM20_CH1N,,,,,,FMC_A20,SAI1_FS_A,,EVENTOUT
PortE,PE5,TRACED2,,TIM3_CH4,SAI1_CK2,,SPI4_MISO,TIM20_CH2N,,,,,,FMC_A21,SAI1_SCK_A,,EVENTOUT
PortE,PE6,TRACED3,,,SAI1_D1,,SPI4_MOSI,TIM20_CH3N,,,,,,FMC_A22,SAI1_SD_A,,EVENTOUT
PortE,PE7,,,TIM1_ETR,,,,,,,,,,FMC_D4,SAI1_SD_B,,EVENTOUT
PortE,PE8,,TIM5_CH3,TIM1_CH1N,,,,,,,,,,FMC_D5,SAI1_SCK_B,,EVENTOUT
PortE,PE9,,TIM5_CH4,TIM1_CH1,,,,,,,,,,FMC_D6,SAI1_FS_B,,EVENTOUT
PortE,PE10,,,TIM1_CH2N,,,,,,,,QUADSPI_CLK,,FMC_D7,SAI1_MCLK_B,,EVENTOUT
PortE,PE11,,,TIM1_CH2,,,SPI4_NSS,,,,,QUADSPI_BK1_NCS,,FMC_D8,,,EVENTOUT
PortE,PE12,,,TIM1_CH3N,,,SPI4_SCK,,,,,QUADSPI_BK1_IO0,,FMC_D9,,,EVENTOUT
PortE,PE13,,,TIM1_CH3,,,SPI4_MISO,,,,,QUADSPI_BK1_IO1,,FMC_D10,,,EVENTOUT
PortE,PE14,,,TIM1_CH4,,,SPI4_MOSI,TIM1_BKIN2,,,,QUADSPI_BK1_IO2,,FMC_D11,,,EVENTOUT
PortE,PE15,,,TIM1_BKIN,,,,TIM1_CH4N,USART3_RX,,,QUADSPI_BK1_IO3,,FMC_D12,,,EVENTOUT
PortF,PF0,,,,,I2C2_SDA,SPI2_NSS/I2S2_WS,TIM1_CH3N,,,,,,,,,EVENTOUT
PortF,PF1,,,,,,SPI2_SCK/I2S2_CK,,,,,,,,,,EVENTOUT
PortF,PF2,,,TIM20_CH3,,I2C2_SMBA,,,,,,,,FMC_A2,,,EVENTOUT
PortF,PF3,,,TIM20_CH4,,I2C3_SCL,,,,,,,,FMC_A3,,,EVENTOUT
PortF,PF4,,,COMP1_OUT,TIM20_CH1N,I2C3_SDA,,,,,,,,FMC_A4,,,EVENTOUT
PortF,PF5,,,TIM20_CH2N,,,,,,,,,,FMC_A5,,,EVENTOUT
PortF,PF6,,TIM5_ETR,TIM4_CH4,SAI1_SD_B,I2C2_SCL,,TIM5_CH1,USART3_RTS,,,QUADSPI_BK1_IO3,,,,,EVENTOUT
PortF,PF7,,,TIM20_BKIN,,,,TIM5_CH2,,,,QUADSPI_BK1_IO2,,FMC_A1,SAI1_MCLK_B,,EVENTOUT
PortF,PF8,,,TIM20_BKIN2,,,,TIM5_CH3,,,,QUADSPI_BK1_IO0,,FMC_A24,SAI1_SCK_B,,EVENTOUT
PortF,PF9,,,TIM20_BKIN,TIM15_CH1,,SPI2_SCK,TIM5_CH4,,,,QUADSPI_BK1_IO1,,FMC_A25,SAI1_FS_B,,EVENTOUT
PortF,PF10,,,TIM20_BKIN2,TIM15_CH2,,SPI2_SCK,,,,,QUADSPI_CLK,,FMC_A0,SAI1_D3,,EVENTOUT
PortF,PF11,,,TIM20_ETR,,,,,,,,,,FMC_NE4,,,EVENTOUT
PortF,PF12,,,TIM20_CH1,,,,,,,,,,FMC_A6,,,EVENTOUT
PortF,PF13,,,TIM20_CH2,,I2C4_SMBA,,,,,,,,FMC_A7,,,EVENTOUT
PortF,PF14,,,TIM20_CH3,,I2C4_SCL,,,,,,,,FMC_A8,,,EVENTOUT
PortF,PF15,,,TIM20_CH4,,I2C4_SDA,,,,,,,,FMC_A9,,,EVENTOUT
PortG,PG0,,,TIM20_CH1N,,,,,,,,,,FMC_A10,,,EVENTOUT
PortG,PG1,,,TIM20_CH2N,,,,,,,,,,FMC_A11,,,EVENTOUT
PortG,PG2,,,TIM20_CH3N,,,SPI1_SCK,,,,,,,FMC_A12,,,EVENTOUT
PortG,PG3,,,TIM20_BKIN,,I2C4_SCL,SPI1_MISO,TIM20_CH4N,,,,,,FMC_A13,,,EVENTOUT
PortG,PG4,,,TIM20_BKIN2,,I2C4_SDA,SPI1_MOSI,,,,,,,FMC_A14,,,EVENTOUT
PortG,PG5,,,TIM20_ETR,,,SPI1_NSS,,,LPUART1_CTS,,,,FMC_A15,,,EVENTOUT
PortG,PG6,,,TIM20_BKIN,,I2C3_SMBA,,,,LPUART1_RTS_DE,,,,FMC_INT,,,EVENTOUT
PortG,PG7,,,,SAI1_CK1,I2C3_SCL,,,,LPUART1_TX,,,,FMC_INT,SAI1_MCLK_A,,EVENTOUT
PortG,PG8,,,,,I2C3_SDA,,,,LPUART1_RX,,,,FMC_NE3,,,EVENTOUT
PortG,PG9,,,,,,,SPI3_SCK,USART1_TX,,,,,FMC_NCE/FMC_NE2,,TIM15_CH1N,EVENTOUT
PortG,PG10,MCO,,,,,,,,,,,,,,,
