# This was auto-generated by make-af.csv.py
Port ,Pin ,AF0                                                                                 ,AF1                                                                  ,AF2                                   ,AF3                    ,AF4                           ,AF5                                  ,AF6     ,AF7      ,AF8 ,AF9 ,AF10,AF11,AF12,AF13,AF14,AF15,ADC
PortA,PA9 ,TIM15_BKIN                                                                          ,USART1_TX                                                            ,TIM1_CH2                              ,TSC_G4_IO1             ,I2C1_SCL                      ,RCC_MCO                              ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA10,TIM17_BKIN                                                                          ,USART1_RX                                                            ,TIM1_CH3                              ,TSC_G4_IO2             ,I2C1_SDA                      ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA11,EVENTOUT                                                                            ,USART1_CTS                                                           ,TIM1_CH4                              ,TSC_G4_IO3             ,CAN1_RX                       ,I2C2_SCL                             ,        ,COMP1_OUT,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA12,EVENTOUT                                                                            ,USART1_DE/USART1_RTS                                                 ,TIM1_ETR                              ,TSC_G4_IO4             ,CAN1_TX                       ,I2C2_SDA                             ,        ,COMP2_OUT,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA13,SWDIO                                                                               ,IR_OUT                                                               ,USB_OE                                ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA14,SWCLK                                                                               ,USART2_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortA,PA15,I2S1_WS/SPI1_NSS                                                                    ,USART2_RX                                                            ,TIM2_CH1/TIM2_ETR                     ,EVENTOUT               ,USART4_DE/USART4_RTS          ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB0 ,EVENTOUT                                                                            ,TIM3_CH3                                                             ,TIM1_CH2N                             ,TSC_G3_IO2             ,USART3_CK                     ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN8
PortB,PB1 ,TIM14_CH1                                                                           ,TIM3_CH4                                                             ,TIM1_CH3N                             ,TSC_G3_IO3             ,USART3_DE/USART3_RTS          ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN9
PortB,PB2 ,                                                                                    ,                                                                     ,                                      ,TSC_G3_IO4             ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB3 ,I2S1_CK/SPI1_SCK                                                                    ,EVENTOUT                                                             ,TIM2_CH2                              ,TSC_G5_IO1             ,USART5_TX                     ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB4 ,I2S1_MCK/SPI1_MISO                                                                  ,TIM3_CH1                                                             ,EVENTOUT                              ,TSC_G5_IO2             ,USART5_RX                     ,TIM17_BKIN                           ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB5 ,I2S1_SD/SPI1_MOSI                                                                   ,TIM3_CH2                                                             ,TIM16_BKIN                            ,I2C1_SMBA              ,USART5_CK/USART5_DE/USART5_RTS,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB6 ,USART1_TX                                                                           ,I2C1_SCL                                                             ,TIM16_CH1N                            ,TSC_G5_IO3             ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB7 ,USART1_RX                                                                           ,I2C1_SDA                                                             ,TIM17_CH1N                            ,TSC_G5_IO4             ,USART4_CTS                    ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB8 ,CEC                                                                                 ,I2C1_SCL                                                             ,TIM16_CH1                             ,TSC_SYNC               ,CAN1_RX                       ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB9 ,IR_OUT                                                                              ,I2C1_SDA                                                             ,TIM17_CH1                             ,EVENTOUT               ,CAN1_TX                       ,I2S2_WS/SPI2_NSS                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB10,CEC                                                                                 ,I2C2_SCL                                                             ,TIM2_CH3                              ,TSC_SYNC               ,USART3_TX                     ,I2S2_CK/SPI2_SCK                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB11,EVENTOUT                                                                            ,I2C2_SDA                                                             ,TIM2_CH4                              ,TSC_G6_IO1             ,USART3_RX                     ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB12,I2S2_WS/SPI2_NSS                                                                    ,EVENTOUT                                                             ,TIM1_BKIN                             ,TSC_G6_IO2             ,USART3_CK                     ,TIM15_BKIN                           ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB13,I2S2_CK/SPI2_SCK                                                                    ,                                                                     ,TIM1_CH1N                             ,TSC_G6_IO3             ,USART3_CTS                    ,I2C2_SCL                             ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB14,I2S2_MCK/SPI2_MISO                                                                  ,TIM15_CH1                                                            ,TIM1_CH2N                             ,TSC_G6_IO4             ,USART3_DE/USART3_RTS          ,I2C2_SDA                             ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortB,PB15,I2S2_SD/SPI2_MOSI                                                                   ,TIM15_CH2                                                            ,TIM1_CH3N                             ,TIM15_CH1N             ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC0 ,EVENTOUT                                                                            ,USART7_TX                                                            ,USART6_TX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN10
PortC,PC1 ,EVENTOUT                                                                            ,USART7_RX                                                            ,USART6_RX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN11
PortC,PC2 ,EVENTOUT                                                                            ,I2S2_MCK/SPI2_MISO                                                   ,USART8_TX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN12
PortC,PC3 ,EVENTOUT                                                                            ,I2S2_SD/SPI2_MOSI                                                    ,USART8_RX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN13
PortC,PC4 ,EVENTOUT                                                                            ,USART3_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN14
PortC,PC5 ,TSC_G3_IO1                                                                          ,USART3_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,ADC1_IN15
PortC,PC6 ,TIM3_CH1                                                                            ,USART7_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC7 ,TIM3_CH2                                                                            ,USART7_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC8 ,TIM3_CH3                                                                            ,USART8_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC9 ,TIM3_CH4                                                                            ,USART8_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC10,USART4_TX                                                                           ,USART3_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC11,USART4_RX                                                                           ,USART3_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC12,USART4_CK                                                                           ,USART3_CK                                                            ,USART5_TX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC13,                                                                                    ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC14,                                                                                    ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortC,PC15,                                                                                    ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD0 ,CAN1_RX                                                                             ,I2S2_WS/SPI2_NSS                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD1 ,CAN1_TX                                                                             ,I2S2_CK/SPI2_SCK                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD2 ,TIM3_ETR                                                                            ,USART3_DE/USART3_RTS                                                 ,USART5_RX                             ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD3 ,USART2_CTS                                                                          ,I2S2_MCK/SPI2_MISO                                                   ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD4 ,USART2_DE/USART2_RTS                                                                ,I2S2_SD/SPI2_MOSI                                                    ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD5 ,USART2_TX                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD6 ,USART2_RX                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD7 ,USART2_CK                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD8 ,USART3_TX                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD9 ,USART3_RX                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD10,USART3_CK                                                                           ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD11,USART3_CTS                                                                          ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD12,USART3_DE/USART3_RTS                                                                ,TSC_G8_IO1                                                           ,USART8_CK/USART8_RTS                  ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD13,USART8_TX                                                                           ,TSC_G8_IO2                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD14,USART8_RX                                                                           ,TSC_G8_IO3                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortD,PD15,CRS_SYNC                                                                            ,TSC_G8_IO4                                                           ,USART7_CK/USART7_RTS                  ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE0 ,TIM16_CH1                                                                           ,EVENTOUT                                                             ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE1 ,TIM17_CH1                                                                           ,EVENTOUT                                                             ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE2 ,TIM3_ETR                                                                            ,TSC_G7_IO1                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE3 ,TIM3_CH1                                                                            ,TSC_G7_IO2                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE4 ,TIM3_CH2                                                                            ,TSC_G7_IO3                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE5 ,TIM3_CH3                                                                            ,TSC_G7_IO4                                                           ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE6 ,TIM3_CH4                                                                            ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE7 ,TIM1_ETR                                                                            ,USART5_CK/USART5_DE/USART5_RTS                                       ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE8 ,TIM1_CH1N                                                                           ,USART4_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE9 ,TIM1_CH1                                                                            ,USART4_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE10,TIM1_CH2N                                                                           ,USART5_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE11,TIM1_CH2                                                                            ,USART5_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE12,TIM1_CH3N                                                                           ,I2S1_WS/SPI1_NSS                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE13,TIM1_CH3                                                                            ,I2S1_CK/SPI1_SCK                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE14,TIM1_CH4                                                                            ,I2S1_MCK/SPI1_MISO                                                   ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortE,PE15,TIM1_BKIN                                                                           ,I2S1_SD/SPI1_MOSI                                                    ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF0 ,CRS_SYNC                                                                            ,I2C1_SDA                                                             ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF1 ,                                                                                    ,I2C1_SCL                                                             ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF2 ,EVENTOUT                                                                            ,USART7_TX                                                            ,USART7_CK/USART7_RTS                  ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF3 ,EVENTOUT                                                                            ,USART7_RX                                                            ,USART6_CK/USART6_RTS                  ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF6 ,                                                                                    ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF9 ,TIM15_CH1                                                                           ,USART6_TX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF10,TIM15_CH2                                                                           ,USART6_RX                                                            ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
PortF,PF11,                                                                                    ,                                                                     ,                                      ,                       ,                              ,                                     ,        ,         ,    ,    ,    ,    ,    ,    ,    ,    ,
