Port ,Pin ,AF0          ,AF1                       ,AF2                     ,AF3             ,AF4           ,AF5            ,AF6          ,AF7                 ,AF8                   ,AF9       ,AF10           ,AF11                        ,AF12                         ,AF13           ,AF14                         ,AF15    ,ADC
PortA,PA9 ,             ,TIM1_CH2                  ,                        ,SPI2_SCK        ,I2C1_SCL      ,DCMI_D0        ,             ,USART1_TX           ,                      ,          ,               ,LCD_COM1                    ,                             ,SAI1_FS_A      ,TIM15_BKIN                   ,EVENTOUT,
PortA,PA10,             ,TIM1_CH3                  ,                        ,                ,I2C1_SDA      ,DCMI_D1        ,             ,USART1_RX           ,                      ,          ,OTG_FS_ID      ,LCD_COM2                    ,                             ,SAI1_SD_A      ,TIM17_BKIN                   ,EVENTOUT,
PortA,PA11,             ,TIM1_CH4                  ,TIM1_BKIN2              ,                ,              ,SPI1_MISO      ,             ,USART1_CTS          ,                      ,CAN1_RX   ,OTG_FS_DM      ,                            ,TIM1_BKIN2_COMP1             ,               ,                             ,EVENTOUT,
PortA,PA12,             ,TIM1_ETR                  ,                        ,                ,              ,SPI1_MOSI      ,             ,USART1_RTS/USART1_DE,                      ,CAN1_TX   ,OTG_FS_DP      ,                            ,                             ,               ,                             ,EVENTOUT,
PortA,PA13,JTMS/SWDIO   ,IR_OUT                    ,                        ,                ,              ,               ,             ,                    ,                      ,          ,OTG_FS_NOE     ,                            ,SWPMI1_TX                    ,SAI1_SD_B      ,                             ,EVENTOUT,
PortA,PA14,JTCK/SWCLK   ,LPTIM1_OUT                ,                        ,                ,I2C1_SMBA     ,I2C4_SMBA      ,             ,                    ,                      ,          ,OTG_FS_SOF     ,                            ,SWPMI1_RX                    ,SAI1_FS_B      ,                             ,EVENTOUT,
PortA,PA15,JTDI         ,TIM2_CH1                  ,TIM2_ETR                ,USART2_RX       ,              ,SPI1_NSS       ,SPI3_NSS     ,USART3_RTS/USART3_DE,UART4_RTS/UART4_DE    ,TSC_G3_IO1,               ,LCD_SEG17                   ,SWPMI1_SUSPEND               ,SAI2_FS_B      ,                             ,EVENTOUT,
PortB,PB0 ,             ,TIM1_CH2N                 ,TIM3_CH3                ,TIM8_CH2N       ,              ,SPI1_NSS       ,             ,USART3_CK           ,                      ,          ,QUADSPI_BK1_IO1,LCD_SEG5                    ,COMP1_OUT                    ,SAI1_EXTCLK    ,                             ,EVENTOUT,ADC12_IN15
PortB,PB1 ,             ,TIM1_CH3N                 ,TIM3_CH4                ,TIM8_CH3N       ,              ,               ,DFSDM1_DATIN0,USART3_RTS/USART3_DE,LPUART1_RTS/LPUART1_DE,          ,QUADSPI_BK1_IO0,LCD_SEG6                    ,                             ,               ,LPTIM2_IN1                   ,EVENTOUT,ADC12_IN16
PortB,PB2 ,RTC_OUT      ,LPTIM1_OUT                ,                        ,                ,I2C3_SMBA     ,               ,DFSDM1_CKIN0 ,                    ,                      ,          ,               ,LCD_VLCD                    ,                             ,               ,                             ,EVENTOUT,
PortB,PB3 ,JTDO/TRACESWO,TIM2_CH2                  ,                        ,                ,              ,SPI1_SCK       ,SPI3_SCK     ,USART1_RTS/USART1_DE,                      ,          ,OTG_FS_CRS_SYNC,LCD_SEG7                    ,                             ,SAI1_SCK_B     ,                             ,EVENTOUT,
PortB,PB4 ,NJTRST       ,                          ,TIM3_CH1                ,                ,I2C3_SDA      ,SPI1_MISO      ,SPI3_MISO    ,USART1_CTS          ,UART5_RTS/UART5_DE    ,TSC_G2_IO1,DCMI_D12       ,LCD_SEG8                    ,                             ,SAI1_MCLK_B    ,TIM17_BKIN                   ,EVENTOUT,
PortB,PB5 ,             ,LPTIM1_IN1                ,TIM3_CH2                ,CAN2_RX         ,I2C1_SMBA     ,SPI1_MOSI      ,SPI3_MOSI    ,USART1_CK           ,UART5_CTS             ,TSC_G2_IO2,DCMI_D10       ,LCD_SEG9                    ,COMP2_OUT                    ,SAI1_SD_B      ,TIM16_BKIN                   ,EVENTOUT,
PortB,PB6 ,             ,LPTIM1_ETR                ,TIM4_CH1                ,TIM8_BKIN2      ,I2C1_SCL      ,I2C4_SCL       ,DFSDM1_DATIN5,USART1_TX           ,CAN2_TX               ,TSC_G2_IO3,DCMI_D5        ,                            ,TIM8_BKIN2_COMP2             ,SAI1_FS_B      ,TIM16_CH1N                   ,EVENTOUT,
PortB,PB7 ,             ,LPTIM1_IN2                ,TIM4_CH2                ,TIM8_BKIN       ,I2C1_SDA      ,I2C4_SDA       ,DFSDM1_CKIN5 ,USART1_RX           ,UART4_CTS             ,TSC_G2_IO4,DCMI_VSYNC     ,LCD_SEG21                   ,FMC_NL                       ,TIM8_BKIN_COMP1,TIM17_CH1N                   ,EVENTOUT,
PortB,PB8 ,             ,                          ,TIM4_CH3                ,                ,I2C1_SCL      ,               ,DFSDM1_DATIN6,                    ,                      ,CAN1_RX   ,DCMI_D6        ,LCD_SEG16                   ,SDMMC1_D4                    ,SAI1_MCLK_A    ,TIM16_CH1                    ,EVENTOUT,
PortB,PB9 ,             ,IR_OUT                    ,TIM4_CH4                ,                ,I2C1_SDA      ,SPI2_NSS       ,DFSDM1_CKIN6 ,                    ,                      ,CAN1_TX   ,DCMI_D7        ,LCD_COM3                    ,SDMMC1_D5                    ,SAI1_FS_A      ,TIM17_CH1                    ,EVENTOUT,
PortB,PB10,             ,TIM2_CH3                  ,                        ,I2C4_SCL        ,I2C2_SCL      ,SPI2_SCK       ,DFSDM1_DATIN7,USART3_TX           ,LPUART1_RX            ,TSC_SYNC  ,QUADSPI_CLK    ,LCD_SEG10                   ,COMP1_OUT                    ,SAI1_SCK_A     ,                             ,EVENTOUT,
PortB,PB11,             ,TIM2_CH4                  ,                        ,I2C4_SDA        ,I2C2_SDA      ,               ,DFSDM1_CKIN7 ,USART3_RX           ,LPUART1_TX            ,          ,QUADSPI_BK1_NCS,LCD_SEG11                   ,COMP2_OUT                    ,               ,                             ,EVENTOUT,
PortB,PB12,             ,TIM1_BKIN                 ,                        ,TIM1_BKIN_COMP2 ,I2C2_SMBA     ,SPI2_NSS       ,DFSDM1_DATIN1,USART3_CK           ,LPUART1_RTS/LPUART1_DE,TSC_G1_IO1,CAN2_RX        ,LCD_SEG12                   ,SWPMI1_IO                    ,SAI2_FS_A      ,TIM15_BKIN                   ,EVENTOUT,
PortB,PB13,             ,TIM1_CH1N                 ,                        ,                ,I2C2_SCL      ,SPI2_SCK       ,DFSDM1_CKIN1 ,USART3_CTS          ,LPUART1_CTS           ,TSC_G1_IO2,CAN2_TX        ,LCD_SEG13                   ,SWPMI1_TX                    ,SAI2_SCK_A     ,TIM15_CH1N                   ,EVENTOUT,
PortB,PB14,             ,TIM1_CH2N                 ,                        ,TIM8_CH2N       ,I2C2_SDA      ,SPI2_MISO      ,DFSDM1_DATIN2,USART3_RTS/USART3_DE,                      ,TSC_G1_IO3,               ,LCD_SEG14                   ,SWPMI1_RX                    ,SAI2_MCLK_A    ,TIM15_CH1                    ,EVENTOUT,
PortB,PB15,RTC_REFIN    ,TIM1_CH3N                 ,                        ,TIM8_CH3N       ,              ,SPI2_MOSI      ,DFSDM1_CKIN2 ,                    ,                      ,TSC_G1_IO4,               ,LCD_SEG15                   ,SWPMI1_SUSPEND               ,SAI2_SD_A      ,TIM15_CH2                    ,EVENTOUT,
PortC,PC0 ,             ,LPTIM1_IN1                ,I2C4_SCL                ,                ,I2C3_SCL      ,               ,DFSDM1_DATIN4,                    ,LPUART1_RX            ,          ,               ,LCD_SEG18                   ,                             ,               ,LPTIM2_IN1                   ,EVENTOUT,ADC123_IN1
PortC,PC1 ,TRACED0      ,LPTIM1_OUT                ,I2C4_SDA                ,SPI2_MOSI       ,I2C3_SDA      ,               ,DFSDM1_CKIN4 ,                    ,LPUART1_TX            ,          ,QUADSPI_BK2_IO0,LCD_SEG19                   ,                             ,SAI1_SD_A      ,                             ,EVENTOUT,ADC123_IN2
PortC,PC2 ,             ,LPTIM1_IN2                ,                        ,                ,              ,SPI2_MISO      ,DFSDM1_CKOUT ,                    ,                      ,          ,QUADSPI_BK2_IO1,LCD_SEG20                   ,                             ,               ,                             ,EVENTOUT,ADC123_IN3
PortC,PC3 ,             ,LPTIM1_ETR                ,                        ,                ,              ,SPI2_MOSI      ,             ,                    ,                      ,          ,QUADSPI_BK2_IO2,LCD_VLCD                    ,                             ,SAI1_SD_A      ,LPTIM2_ETR                   ,EVENTOUT,ADC123_IN4
PortC,PC4 ,             ,                          ,                        ,                ,              ,               ,             ,USART3_TX           ,                      ,          ,QUADSPI_BK2_IO3,LCD_SEG22                   ,                             ,               ,                             ,EVENTOUT,ADC12_IN13
PortC,PC5 ,             ,                          ,                        ,                ,              ,               ,             ,USART3_RX           ,                      ,          ,               ,LCD_SEG23                   ,                             ,               ,                             ,EVENTOUT,ADC12_IN14
PortC,PC6 ,             ,                          ,TIM3_CH1                ,TIM8_CH1        ,              ,               ,DFSDM1_CKIN3 ,                    ,                      ,TSC_G4_IO1,DCMI_D0        ,LCD_SEG24                   ,SDMMC1_D6                    ,SAI2_MCLK_A    ,                             ,EVENTOUT,
PortC,PC7 ,             ,                          ,TIM3_CH2                ,TIM8_CH2        ,              ,               ,DFSDM1_DATIN3,                    ,                      ,TSC_G4_IO2,DCMI_D1        ,LCD_SEG25                   ,SDMMC1_D7                    ,SAI2_MCLK_B    ,                             ,EVENTOUT,
PortC,PC8 ,             ,                          ,TIM3_CH3                ,TIM8_CH3        ,              ,               ,             ,                    ,                      ,TSC_G4_IO3,DCMI_D2        ,LCD_SEG26                   ,SDMMC1_D0                    ,               ,                             ,EVENTOUT,
PortC,PC9 ,             ,TIM8_BKIN2                ,TIM3_CH4                ,TIM8_CH4        ,DCMI_D3       ,               ,I2C3_SDA     ,                    ,                      ,TSC_G4_IO4,OTG_FS_NOE     ,LCD_SEG27                   ,SDMMC1_D1                    ,SAI2_EXTCLK    ,TIM8_BKIN2_COMP1             ,EVENTOUT,
PortC,PC10,TRACED1      ,                          ,                        ,                ,              ,               ,SPI3_SCK     ,USART3_TX           ,UART4_TX              ,TSC_G3_IO2,DCMI_D8        ,LCD_COM4/LCD_SEG28/LCD_SEG40,SDMMC1_D2                    ,SAI2_SCK_B     ,                             ,EVENTOUT,
PortC,PC11,             ,                          ,                        ,                ,              ,QUADSPI_BK2_NCS,SPI3_MISO    ,USART3_RX           ,UART4_RX              ,TSC_G3_IO3,DCMI_D4        ,LCD_COM5/LCD_SEG29/LCD_SEG41,SDMMC1_D3                    ,SAI2_MCLK_B    ,                             ,EVENTOUT,
PortC,PC12,TRACED3      ,                          ,                        ,                ,              ,               ,SPI3_MOSI    ,USART3_CK           ,UART5_TX              ,TSC_G3_IO4,DCMI_D9        ,LCD_COM6/LCD_SEG30/LCD_SEG42,SDMMC1_CK                    ,SAI2_SD_B      ,                             ,EVENTOUT,
PortC,PC13,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,                             ,               ,                             ,EVENTOUT,
PortC,PC14,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,                             ,               ,                             ,EVENTOUT,
PortC,PC15,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,                             ,               ,                             ,EVENTOUT,
PortD,PD0 ,             ,                          ,                        ,                ,              ,SPI2_NSS       ,DFSDM1_DATIN7,                    ,                      ,CAN1_RX   ,               ,                            ,FMC_D2                       ,               ,                             ,EVENTOUT,
PortD,PD1 ,             ,                          ,                        ,                ,              ,SPI2_SCK       ,DFSDM1_CKIN7 ,                    ,                      ,CAN1_TX   ,               ,                            ,FMC_D3                       ,               ,                             ,EVENTOUT,
PortD,PD2 ,TRACED2      ,                          ,TIM3_ETR                ,                ,              ,               ,             ,USART3_RTS/USART3_DE,UART5_RX              ,TSC_SYNC  ,DCMI_D11       ,LCD_COM7/LCD_SEG31/LCD_SEG43,SDMMC1_CMD                   ,               ,                             ,EVENTOUT,
PortD,PD3 ,             ,                          ,                        ,SPI2_SCK        ,DCMI_D5       ,SPI2_MISO      ,DFSDM1_DATIN0,USART2_CTS          ,                      ,          ,QUADSPI_BK2_NCS,                            ,FMC_CLK                      ,               ,                             ,EVENTOUT,
PortD,PD4 ,             ,                          ,                        ,                ,              ,SPI2_MOSI      ,DFSDM1_CKIN0 ,USART2_RTS/USART2_DE,                      ,          ,QUADSPI_BK2_IO0,                            ,FMC_NOE                      ,               ,                             ,EVENTOUT,
PortD,PD5 ,             ,                          ,                        ,                ,              ,               ,             ,USART2_TX           ,                      ,          ,QUADSPI_BK2_IO1,                            ,FMC_NWE                      ,               ,                             ,EVENTOUT,
PortD,PD6 ,             ,                          ,                        ,                ,DCMI_D10      ,QUADSPI_BK2_IO1,DFSDM1_DATIN1,USART2_RX           ,                      ,          ,QUADSPI_BK2_IO2,                            ,FMC_NWAIT                    ,SAI1_SD_A      ,                             ,EVENTOUT,
PortD,PD7 ,             ,                          ,                        ,                ,              ,               ,DFSDM1_CKIN1 ,USART2_CK           ,                      ,          ,QUADSPI_BK2_IO3,                            ,FMC_NE1                      ,               ,                             ,EVENTOUT,
PortD,PD8 ,             ,                          ,                        ,                ,              ,               ,             ,USART3_TX           ,                      ,          ,DCMI_HSYNC     ,LCD_SEG28                   ,FMC_D13                      ,               ,                             ,EVENTOUT,
PortD,PD9 ,             ,                          ,                        ,                ,              ,               ,             ,USART3_RX           ,                      ,          ,DCMI_PIXCLK    ,LCD_SEG29                   ,FMC_D14                      ,SAI2_MCLK_A    ,                             ,EVENTOUT,
PortD,PD10,             ,                          ,                        ,                ,              ,               ,             ,USART3_CK           ,                      ,TSC_G6_IO1,               ,LCD_SEG30                   ,FMC_D15                      ,SAI2_SCK_A     ,                             ,EVENTOUT,
PortD,PD11,             ,                          ,                        ,                ,I2C4_SMBA     ,               ,             ,USART3_CTS          ,                      ,TSC_G6_IO2,               ,LCD_SEG31                   ,FMC_A16                      ,SAI2_SD_A      ,LPTIM2_ETR                   ,EVENTOUT,
PortD,PD12,             ,                          ,TIM4_CH1                ,                ,I2C4_SCL      ,               ,             ,USART3_RTS/USART3_DE,                      ,TSC_G6_IO3,               ,LCD_SEG32                   ,FMC_A17                      ,SAI2_FS_A      ,LPTIM2_IN1                   ,EVENTOUT,
PortD,PD13,             ,                          ,TIM4_CH2                ,                ,I2C4_SDA      ,               ,             ,                    ,                      ,TSC_G6_IO4,               ,LCD_SEG33                   ,FMC_A18                      ,               ,LPTIM2_OUT                   ,EVENTOUT,
PortD,PD14,             ,                          ,TIM4_CH3                ,                ,              ,               ,             ,                    ,                      ,          ,               ,LCD_SEG34                   ,FMC_D0                       ,               ,                             ,EVENTOUT,
PortD,PD15,             ,                          ,TIM4_CH4                ,                ,              ,               ,             ,                    ,                      ,          ,               ,LCD_SEG35                   ,FMC_D1                       ,               ,                             ,EVENTOUT,
PortE,PE0 ,             ,                          ,TIM4_ETR                ,                ,              ,               ,             ,                    ,                      ,          ,DCMI_D2        ,LCD_SEG36                   ,FMC_NBL0                     ,               ,TIM16_CH1                    ,EVENTOUT,
PortE,PE1 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,DCMI_D3        ,LCD_SEG37                   ,FMC_NBL1                     ,               ,TIM17_CH1                    ,EVENTOUT,
PortE,PE2 ,TRACECLK     ,                          ,TIM3_ETR                ,                ,              ,               ,             ,                    ,                      ,TSC_G7_IO1,               ,LCD_SEG38                   ,FMC_A23                      ,SAI1_MCLK_A    ,                             ,EVENTOUT,
PortE,PE3 ,TRACED0      ,                          ,TIM3_CH1                ,                ,              ,               ,             ,                    ,                      ,TSC_G7_IO2,               ,LCD_SEG39                   ,FMC_A19                      ,SAI1_SD_B      ,                             ,EVENTOUT,
PortE,PE4 ,TRACED1      ,                          ,TIM3_CH2                ,                ,              ,               ,DFSDM1_DATIN3,                    ,                      ,TSC_G7_IO3,DCMI_D4        ,                            ,FMC_A20                      ,SAI1_FS_A      ,                             ,EVENTOUT,
PortE,PE5 ,TRACED2      ,                          ,TIM3_CH3                ,                ,              ,               ,DFSDM1_CKIN3 ,                    ,                      ,TSC_G7_IO4,DCMI_D6        ,                            ,FMC_A21                      ,SAI1_SCK_A     ,                             ,EVENTOUT,
PortE,PE6 ,TRACED3      ,                          ,TIM3_CH4                ,                ,              ,               ,             ,                    ,                      ,          ,DCMI_D7        ,                            ,FMC_A22                      ,SAI1_SD_A      ,                             ,EVENTOUT,
PortE,PE7 ,             ,TIM1_ETR                  ,                        ,                ,              ,               ,DFSDM1_DATIN2,                    ,                      ,          ,               ,                            ,FMC_D4                       ,SAI1_SD_B      ,                             ,EVENTOUT,
PortE,PE8 ,             ,TIM1_CH1N                 ,                        ,                ,              ,               ,DFSDM1_CKIN2 ,                    ,                      ,          ,               ,                            ,FMC_D5                       ,SAI1_SCK_B     ,                             ,EVENTOUT,
PortE,PE9 ,             ,TIM1_CH1                  ,                        ,                ,              ,               ,DFSDM1_CKOUT ,                    ,                      ,          ,               ,                            ,FMC_D6                       ,SAI1_FS_B      ,                             ,EVENTOUT,
PortE,PE10,             ,TIM1_CH2N                 ,                        ,                ,              ,               ,DFSDM1_DATIN4,                    ,                      ,TSC_G5_IO1,QUADSPI_CLK    ,                            ,FMC_D7                       ,SAI1_MCLK_B    ,                             ,EVENTOUT,
PortE,PE11,             ,TIM1_CH2                  ,                        ,                ,              ,               ,DFSDM1_CKIN4 ,                    ,                      ,TSC_G5_IO2,QUADSPI_BK1_NCS,                            ,FMC_D8                       ,               ,                             ,EVENTOUT,
PortE,PE12,             ,TIM1_CH3N                 ,                        ,                ,              ,SPI1_NSS       ,DFSDM1_DATIN5,                    ,                      ,TSC_G5_IO3,QUADSPI_BK1_IO0,                            ,FMC_D9                       ,               ,                             ,EVENTOUT,
PortE,PE13,             ,TIM1_CH3                  ,                        ,                ,              ,SPI1_SCK       ,DFSDM1_CKIN5 ,                    ,                      ,TSC_G5_IO4,QUADSPI_BK1_IO1,                            ,FMC_D10                      ,               ,                             ,EVENTOUT,
PortE,PE14,             ,TIM1_CH4                  ,TIM1_BKIN2              ,TIM1_BKIN2_COMP2,              ,SPI1_MISO      ,             ,                    ,                      ,          ,QUADSPI_BK1_IO2,                            ,FMC_D11                      ,               ,                             ,EVENTOUT,
PortE,PE15,             ,TIM1_BKIN                 ,                        ,TIM1_BKIN_COMP1 ,              ,SPI1_MOSI      ,             ,                    ,                      ,          ,QUADSPI_BK1_IO3,                            ,FMC_D12                      ,               ,                             ,EVENTOUT,
PortF,PF0 ,             ,                          ,                        ,                ,I2C2_SDA      ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A0                       ,               ,                             ,EVENTOUT,
PortF,PF1 ,             ,                          ,                        ,                ,I2C2_SCL      ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A1                       ,               ,                             ,EVENTOUT,
PortF,PF2 ,             ,                          ,                        ,                ,I2C2_SMBA     ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A2                       ,               ,                             ,EVENTOUT,
PortF,PF3 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A3                       ,               ,                             ,EVENTOUT,ADC3_IN6
PortF,PF4 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A4                       ,               ,                             ,EVENTOUT,ADC3_IN7
PortF,PF5 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A5                       ,               ,                             ,EVENTOUT,ADC3_IN8
PortF,PF6 ,             ,TIM5_ETR                  ,TIM5_CH1                ,                ,              ,               ,             ,                    ,                      ,          ,QUADSPI_BK1_IO3,                            ,                             ,SAI1_SD_B      ,                             ,EVENTOUT,ADC3_IN9
PortF,PF7 ,             ,                          ,TIM5_CH2                ,                ,              ,               ,             ,                    ,                      ,          ,QUADSPI_BK1_IO2,                            ,                             ,SAI1_MCLK_B    ,                             ,EVENTOUT,ADC3_IN10
PortF,PF8 ,             ,                          ,TIM5_CH3                ,                ,              ,               ,             ,                    ,                      ,          ,QUADSPI_BK1_IO0,                            ,                             ,SAI1_SCK_B     ,                             ,EVENTOUT,ADC3_IN11
PortF,PF9 ,             ,                          ,TIM5_CH4                ,                ,              ,               ,             ,                    ,                      ,          ,QUADSPI_BK1_IO1,                            ,                             ,SAI1_FS_B      ,TIM15_CH1                    ,EVENTOUT,ADC3_IN12
PortF,PF10,             ,                          ,                        ,QUADSPI_CLK     ,              ,               ,             ,                    ,                      ,          ,DCMI_D11       ,                            ,                             ,               ,TIM15_CH2                    ,EVENTOUT,ADC3_IN13
PortF,PF11,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,DCMI_D12       ,                            ,                             ,               ,                             ,EVENTOUT,
PortF,PF12,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A6                       ,               ,                             ,EVENTOUT,
PortF,PF13,             ,                          ,                        ,                ,I2C4_SMBA     ,               ,DFSDM1_DATIN6,                    ,                      ,          ,               ,                            ,FMC_A7                       ,               ,                             ,EVENTOUT,
PortF,PF14,             ,                          ,                        ,                ,I2C4_SCL      ,               ,DFSDM1_CKIN6 ,                    ,                      ,TSC_G8_IO1,               ,                            ,FMC_A8                       ,               ,                             ,EVENTOUT,
PortF,PF15,             ,                          ,                        ,                ,I2C4_SDA      ,               ,             ,                    ,                      ,TSC_G8_IO2,               ,                            ,FMC_A9                       ,               ,                             ,EVENTOUT,
PortG,PG0 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,TSC_G8_IO3,               ,                            ,FMC_A10                      ,               ,                             ,EVENTOUT,
PortG,PG1 ,             ,                          ,                        ,                ,              ,               ,             ,                    ,                      ,TSC_G8_IO4,               ,                            ,FMC_A11                      ,               ,                             ,EVENTOUT,
PortG,PG2 ,             ,                          ,                        ,                ,              ,SPI1_SCK       ,             ,                    ,                      ,          ,               ,                            ,FMC_A12                      ,SAI2_SCK_B     ,                             ,EVENTOUT,
PortG,PG3 ,             ,                          ,                        ,                ,              ,SPI1_MISO      ,             ,                    ,                      ,          ,               ,                            ,FMC_A13                      ,SAI2_FS_B      ,                             ,EVENTOUT,
PortG,PG4 ,             ,                          ,                        ,                ,              ,SPI1_MOSI      ,             ,                    ,                      ,          ,               ,                            ,FMC_A14                      ,SAI2_MCLK_B    ,                             ,EVENTOUT,
PortG,PG5 ,             ,                          ,                        ,                ,              ,SPI1_NSS       ,             ,                    ,LPUART1_CTS           ,          ,               ,                            ,FMC_A15                      ,SAI2_SD_B      ,                             ,EVENTOUT,
PortG,PG6 ,             ,                          ,                        ,                ,I2C3_SMBA     ,               ,             ,                    ,LPUART1_RTS/LPUART1_DE,          ,               ,                            ,                             ,               ,                             ,EVENTOUT,
PortG,PG7 ,             ,                          ,                        ,                ,I2C3_SCL      ,               ,             ,                    ,LPUART1_TX            ,          ,               ,                            ,FMC_INT                      ,SAI1_MCLK_A    ,                             ,EVENTOUT,
PortG,PG8 ,             ,                          ,                        ,                ,I2C3_SDA      ,               ,             ,                    ,LPUART1_RX            ,          ,               ,                            ,                             ,               ,                             ,EVENTOUT,
PortG,PG9 ,             ,                          ,                        ,                ,              ,               ,SPI3_SCK     ,USART1_TX           ,                      ,          ,               ,                            ,FMC_NCE/FMC_NE2              ,SAI2_SCK_A     ,TIM15_CH1N                   ,EVENTOUT,
PortG,PG10,             ,LPTIM1_IN1                ,                        ,                ,              ,               ,SPI3_MISO    ,USART1_RX           ,                      ,          ,               ,                            ,FMC_NE3                      ,SAI2_FS_A      ,TIM15_CH1                    ,EVENTOUT,
PortG,PG11,             ,LPTIM1_IN2                ,                        ,                ,              ,               ,SPI3_MOSI    ,USART1_CTS          ,                      ,          ,               ,                            ,                             ,SAI2_MCLK_A    ,TIM15_CH2                    ,EVENTOUT,
PortG,PG12,             ,LPTIM1_ETR                ,                        ,                ,              ,               ,SPI3_NSS     ,USART1_RTS/USART1_DE,                      ,          ,               ,                            ,FMC_NE4                      ,SAI2_SD_A      ,                             ,EVENTOUT,
PortG,PG13,             ,                          ,                        ,                ,I2C1_SDA      ,               ,             ,USART1_CK           ,                      ,          ,               ,                            ,FMC_A24                      ,               ,                             ,EVENTOUT,
PortG,PG14,             ,                          ,                        ,                ,I2C1_SCL      ,               ,             ,                    ,                      ,          ,               ,                            ,FMC_A25                      ,               ,                             ,EVENTOUT,
