Port ,Pin ,AF0          ,AF1              ,AF2     ,AF3                ,AF4            ,AF5                                 ,AF6                                     ,AF7                                 ,AF8                            ,AF9                                 ,AF10                               ,AF11      ,AF12                    ,AF13,AF14,AF15    ,ADC
PortA,PA9 ,             ,TIM1_CH2         ,        ,                   ,I2C3_SMBA      ,SPI2_SCK/I2S2_CK                    ,                                        ,USART1_TX                           ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA10,             ,TIM1_CH3         ,        ,                   ,               ,                                    ,                                        ,USART1_RX                           ,                               ,                                    ,OTG_FS_ID                          ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA11,             ,TIM1_CH4         ,        ,                   ,               ,                                    ,                                        ,USART1_CTS                          ,                               ,CAN1_RX                             ,OTG_FS_DM                          ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA12,             ,TIM1_ETR         ,        ,                   ,               ,                                    ,                                        ,USART1_RTS                          ,SAI2_FS_B                      ,CAN1_TX                             ,OTG_FS_DP                          ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA13,JTMS/SWDIO   ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA14,JTCK/SWCLK   ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortA,PA15,JTDI         ,TIM2_CH1/TIM2_ETR,        ,                   ,               ,SPI1_NSS/I2S1_WS                    ,SPI3_NSS/I2S3_WS                        ,                                    ,UART4_RTS                      ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB0 ,             ,TIM1_CH2N        ,TIM3_CH3,TIM8_CH2N          ,               ,                                    ,                                        ,                                    ,UART4_CTS                      ,                                    ,OTG_HS_ULPI_D1                     ,          ,                        ,    ,    ,EVENTOUT,ADC12_IN8
PortB,PB1 ,             ,TIM1_CH3N        ,TIM3_CH4,TIM8_CH3N          ,               ,                                    ,                                        ,                                    ,                               ,                                    ,OTG_HS_ULPI_D2                     ,          ,                        ,    ,    ,EVENTOUT,ADC12_IN9
PortB,PB2 ,             ,                 ,        ,                   ,               ,                                    ,SAI1_SD_A                               ,SPI3_MOSI/I2S3_SD                   ,                               ,QUADSPI_CLK                         ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB3 ,JTDO/TRACESWO,TIM2_CH2         ,        ,                   ,               ,SPI1_SCK/I2S1_CK                    ,SPI3_SCK/I2S3_CK                        ,                                    ,                               ,                                    ,SDMMC2_D2                          ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB4 ,NJTRST       ,                 ,TIM3_CH1,                   ,               ,SPI1_MISO                           ,SPI3_MISO                               ,SPI2_NSS/I2S2_WS                    ,                               ,                                    ,SDMMC2_D3                          ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB5 ,             ,                 ,TIM3_CH2,                   ,I2C1_SMBA      ,SPI1_MOSI/I2S1_SD                   ,SPI3_MOSI/I2S3_SD                       ,                                    ,                               ,                                    ,OTG_HS_ULPI_D7                     ,          ,FMC_SDCKE1              ,    ,    ,EVENTOUT,
PortB,PB6 ,             ,                 ,TIM4_CH1,                   ,I2C1_SCL       ,                                    ,                                        ,USART1_TX                           ,                               ,                                    ,QUADSPI_BK1_NCS                    ,          ,FMC_SDNE1               ,    ,    ,EVENTOUT,
PortB,PB7 ,             ,                 ,TIM4_CH2,                   ,I2C1_SDA       ,                                    ,                                        ,USART1_RX                           ,                               ,                                    ,                                   ,          ,FMC_NL                  ,    ,    ,EVENTOUT,
PortB,PB8 ,             ,                 ,TIM4_CH3,TIM10_CH1          ,I2C1_SCL       ,                                    ,                                        ,                                    ,                               ,CAN1_RX                             ,SDMMC2_D4                          ,          ,SDMMC1_D4               ,    ,    ,EVENTOUT,
PortB,PB9 ,             ,                 ,TIM4_CH4,TIM11_CH1          ,I2C1_SDA       ,SPI2_NSS/I2S2_WS                    ,                                        ,                                    ,                               ,CAN1_TX                             ,SDMMC2_D5                          ,          ,SDMMC1_D5               ,    ,    ,EVENTOUT,
PortB,PB10,             ,TIM2_CH3         ,        ,                   ,I2C2_SCL       ,SPI2_SCK/I2S2_CK                    ,                                        ,USART3_TX                           ,                               ,                                    ,OTG_HS_ULPI_D3                     ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB11,             ,TIM2_CH4         ,        ,                   ,I2C2_SDA       ,                                    ,                                        ,USART3_RX                           ,                               ,                                    ,OTG_HS_ULPI_D4                     ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB12,             ,TIM1_BKIN        ,        ,                   ,I2C2_SMBA      ,SPI2_NSS/I2S2_WS                    ,                                        ,USART3_CK                           ,                               ,                                    ,OTG_HS_ULPI_D5                     ,          ,OTG_HS_ID               ,    ,    ,EVENTOUT,
PortB,PB13,             ,TIM1_CH1N        ,        ,                   ,               ,SPI2_SCK/I2S2_CK                    ,                                        ,USART3_CTS                          ,                               ,                                    ,OTG_HS_ULPI_D6                     ,          ,                        ,    ,    ,EVENTOUT,
PortB,PB14,             ,TIM1_CH2N        ,        ,TIM8_CH2N          ,               ,SPI2_MISO                           ,                                        ,USART3_RTS                          ,                               ,TIM12_CH1                           ,SDMMC2_D0                          ,          ,OTG_HS_DM               ,    ,    ,EVENTOUT,
PortB,PB15,RTC_REFIN    ,TIM1_CH3N        ,        ,TIM8_CH3N          ,               ,SPI2_MOSI/I2S2_SD                   ,                                        ,                                    ,                               ,TIM12_CH2                           ,SDMMC2_D1                          ,          ,OTG_HS_DP               ,    ,    ,EVENTOUT,
PortC,PC0 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,SAI2_FS_B                      ,                                    ,OTG_HS_ULPI_STP                    ,          ,FMC_SDNWE               ,    ,    ,EVENTOUT,ADC123_IN10
PortC,PC1 ,TRACED0      ,                 ,        ,                   ,               ,SPI2_MOSI/I2S2_SD                   ,SAI1_SD_A                               ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,ADC123_IN11
PortC,PC2 ,             ,                 ,        ,                   ,               ,SPI2_MISO                           ,                                        ,                                    ,                               ,                                    ,OTG_HS_ULPI_DIR                    ,          ,FMC_SDNE0               ,    ,    ,EVENTOUT,ADC123_IN12
PortC,PC3 ,             ,                 ,        ,                   ,               ,SPI2_MOSI/I2S2_SD                   ,                                        ,                                    ,                               ,                                    ,OTG_HS_ULPI_NXT                    ,          ,FMC_SDCKE0              ,    ,    ,EVENTOUT,ADC123_IN13
PortC,PC4 ,             ,                 ,        ,                   ,               ,I2S1_MCK                            ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_SDNE0               ,    ,    ,EVENTOUT,ADC12_IN14
PortC,PC5 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_SDCKE0              ,    ,    ,EVENTOUT,ADC12_IN15
PortC,PC6 ,             ,                 ,TIM3_CH1,TIM8_CH1           ,               ,I2S2_MCK                            ,                                        ,                                    ,USART6_TX                      ,                                    ,SDMMC2_D6                          ,          ,SDMMC1_D6               ,    ,    ,EVENTOUT,
PortC,PC7 ,             ,                 ,TIM3_CH2,TIM8_CH2           ,               ,                                    ,I2S3_MCK                                ,                                    ,USART6_RX                      ,                                    ,SDMMC2_D7                          ,          ,SDMMC1_D7               ,    ,    ,EVENTOUT,
PortC,PC8 ,TRACED1      ,                 ,TIM3_CH3,TIM8_CH3           ,               ,                                    ,                                        ,UART5_RTS                           ,USART6_CK                      ,                                    ,                                   ,          ,SDMMC1_D0               ,    ,    ,EVENTOUT,
PortC,PC9 ,MCO2         ,                 ,TIM3_CH4,TIM8_CH4           ,I2C3_SDA       ,I2S_CKIN                            ,                                        ,UART5_CTS                           ,                               ,QUADSPI_BK1_IO0                     ,                                   ,          ,SDMMC1_D1               ,    ,    ,EVENTOUT,
PortC,PC10,             ,                 ,        ,                   ,               ,                                    ,SPI3_SCK/I2S3_CK                        ,USART3_TX                           ,UART4_TX                       ,QUADSPI_BK1_IO1                     ,                                   ,          ,SDMMC1_D2               ,    ,    ,EVENTOUT,
PortC,PC11,             ,                 ,        ,                   ,               ,                                    ,SPI3_MISO                               ,USART3_RX                           ,UART4_RX                       ,QUADSPI_BK2_NCS                     ,                                   ,          ,SDMMC1_D3               ,    ,    ,EVENTOUT,
PortC,PC12,TRACED3      ,                 ,        ,                   ,               ,                                    ,SPI3_MOSI/I2S3_SD                       ,USART3_CK                           ,UART5_TX                       ,                                    ,                                   ,          ,SDMMC1_CK               ,    ,    ,EVENTOUT,
PortC,PC13,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortC,PC14,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortC,PC15,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortD,PD0 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,CAN1_RX                             ,                                   ,          ,FMC_D2                  ,    ,    ,EVENTOUT,
PortD,PD1 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,CAN1_TX                             ,                                   ,          ,FMC_D3                  ,    ,    ,EVENTOUT,
PortD,PD2 ,TRACED2      ,                 ,TIM3_ETR,                   ,               ,                                    ,                                        ,                                    ,UART5_RX                       ,                                    ,                                   ,          ,SDMMC1_CMD              ,    ,    ,EVENTOUT,
PortD,PD3 ,             ,                 ,        ,                   ,               ,SPI2_SCK/I2S2_CK                    ,                                        ,USART2_CTS                          ,                               ,                                    ,                                   ,          ,FMC_CLK                 ,    ,    ,EVENTOUT,
PortD,PD4 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART2_RTS                          ,                               ,                                    ,                                   ,          ,FMC_NOE                 ,    ,    ,EVENTOUT,
PortD,PD5 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART2_TX                           ,                               ,                                    ,                                   ,          ,FMC_NWE                 ,    ,    ,EVENTOUT,
PortD,PD6 ,             ,                 ,        ,                   ,               ,SPI3_MOSI/I2S3_SD                   ,SAI1_SD_A                               ,USART2_RX                           ,                               ,                                    ,                                   ,SDMMC2_CK ,FMC_NWAIT               ,    ,    ,EVENTOUT,
PortD,PD7 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART2_CK                           ,                               ,                                    ,                                   ,SDMMC2_CMD,FMC_NE1                 ,    ,    ,EVENTOUT,
PortD,PD8 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART3_TX                           ,                               ,                                    ,                                   ,          ,FMC_D13                 ,    ,    ,EVENTOUT,
PortD,PD9 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART3_RX                           ,                               ,                                    ,                                   ,          ,FMC_D14                 ,    ,    ,EVENTOUT,
PortD,PD10,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART3_CK                           ,                               ,                                    ,                                   ,          ,FMC_D15                 ,    ,    ,EVENTOUT,
PortD,PD11,             ,                 ,        ,                   ,               ,                                    ,                                        ,USART3_CTS                          ,                               ,QUADSPI_BK1_IO0                     ,SAI2_SD_A                          ,          ,FMC_A16/FMC_CLE         ,    ,    ,EVENTOUT,
PortD,PD12,             ,                 ,TIM4_CH1,LPTIM1_IN1         ,               ,                                    ,                                        ,USART3_RTS                          ,                               ,QUADSPI_BK1_IO1                     ,SAI2_FS_A                          ,          ,FMC_A17/FMC_ALE         ,    ,    ,EVENTOUT,
PortD,PD13,             ,                 ,TIM4_CH2,LPTIM1_OUT         ,               ,                                    ,                                        ,                                    ,                               ,QUADSPI_BK1_IO3                     ,SAI2_SCK_A                         ,          ,FMC_A18                 ,    ,    ,EVENTOUT,
PortD,PD14,             ,                 ,TIM4_CH3,                   ,               ,                                    ,                                        ,                                    ,UART8_CTS                      ,                                    ,                                   ,          ,FMC_D0                  ,    ,    ,EVENTOUT,
PortD,PD15,             ,                 ,TIM4_CH4,                   ,               ,                                    ,                                        ,                                    ,UART8_RTS                      ,                                    ,                                   ,          ,FMC_D1                  ,    ,    ,EVENTOUT,
PortE,PE0 ,             ,                 ,TIM4_ETR,LPTIM1_ETR         ,               ,                                    ,                                        ,                                    ,UART8_RX                       ,                                    ,SAI2_MCK_A                         ,          ,FMC_NBL0                ,    ,    ,EVENTOUT,
PortE,PE1 ,             ,                 ,        ,LPTIM1_IN2         ,               ,                                    ,                                        ,                                    ,UART8_TX                       ,                                    ,                                   ,          ,FMC_NBL1                ,    ,    ,EVENTOUT,
PortE,PE2 ,TRACECLK     ,                 ,        ,                   ,               ,SPI4_SCK                            ,SAI1_MCLK_A                             ,                                    ,                               ,QUADSPI_BK1_IO2                     ,                                   ,          ,FMC_A23                 ,    ,    ,EVENTOUT,
PortE,PE3 ,TRACED0      ,                 ,        ,                   ,               ,                                    ,SAI1_SD_B                               ,                                    ,                               ,                                    ,                                   ,          ,FMC_A19                 ,    ,    ,EVENTOUT,
PortE,PE4 ,TRACED1      ,                 ,        ,                   ,               ,SPI4_NSS                            ,SAI1_FS_A                               ,                                    ,                               ,                                    ,                                   ,          ,FMC_A20                 ,    ,    ,EVENTOUT,
PortE,PE5 ,TRACED2      ,                 ,        ,TIM9_CH1           ,               ,SPI4_MISO                           ,SAI1_SCK_A                              ,                                    ,                               ,                                    ,                                   ,          ,FMC_A21                 ,    ,    ,EVENTOUT,
PortE,PE6 ,TRACED3      ,TIM1_BKIN2       ,        ,TIM9_CH2           ,               ,SPI4_MOSI                           ,SAI1_SD_A                               ,                                    ,                               ,                                    ,SAI2_MCK_B                         ,          ,FMC_A22                 ,    ,    ,EVENTOUT,
PortE,PE7 ,             ,TIM1_ETR         ,        ,                   ,               ,                                    ,                                        ,                                    ,UART7_RX                       ,                                    ,QUADSPI_BK2_IO0                    ,          ,FMC_D4                  ,    ,    ,EVENTOUT,
PortE,PE8 ,             ,TIM1_CH1N        ,        ,                   ,               ,                                    ,                                        ,                                    ,UART7_TX                       ,                                    ,QUADSPI_BK2_IO1                    ,          ,FMC_D5                  ,    ,    ,EVENTOUT,
PortE,PE9 ,             ,TIM1_CH1         ,        ,                   ,               ,                                    ,                                        ,                                    ,UART7_RTS                      ,                                    ,QUADSPI_BK2_IO2                    ,          ,FMC_D6                  ,    ,    ,EVENTOUT,
PortE,PE10,             ,TIM1_CH2N        ,        ,                   ,               ,                                    ,                                        ,                                    ,UART7_CTS                      ,                                    ,QUADSPI_BK2_IO3                    ,          ,FMC_D7                  ,    ,    ,EVENTOUT,
PortE,PE11,             ,TIM1_CH2         ,        ,                   ,               ,SPI4_NSS                            ,                                        ,                                    ,                               ,                                    ,SAI2_SD_B                          ,          ,FMC_D8                  ,    ,    ,EVENTOUT,
PortE,PE12,             ,TIM1_CH3N        ,        ,                   ,               ,SPI4_SCK                            ,                                        ,                                    ,                               ,                                    ,SAI2_SCK_B                         ,          ,FMC_D9                  ,    ,    ,EVENTOUT,
PortE,PE13,             ,TIM1_CH3         ,        ,                   ,               ,SPI4_MISO                           ,                                        ,                                    ,                               ,                                    ,SAI2_FS_B                          ,          ,FMC_D10                 ,    ,    ,EVENTOUT,
PortE,PE14,             ,TIM1_CH4         ,        ,                   ,               ,SPI4_MOSI                           ,                                        ,                                    ,                               ,                                    ,SAI2_MCK_B                         ,          ,FMC_D11                 ,    ,    ,EVENTOUT,
PortE,PE15,             ,TIM1_BKIN        ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_D12                 ,    ,    ,EVENTOUT,
PortF,PF0 ,             ,                 ,        ,                   ,I2C2_SDA       ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A0                  ,    ,    ,EVENTOUT,
PortF,PF1 ,             ,                 ,        ,                   ,I2C2_SCL       ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A1                  ,    ,    ,EVENTOUT,
PortF,PF2 ,             ,                 ,        ,                   ,I2C2_SMBA      ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A2                  ,    ,    ,EVENTOUT,
PortF,PF3 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A3                  ,    ,    ,EVENTOUT,ADC3_IN9
PortF,PF4 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A4                  ,    ,    ,EVENTOUT,ADC3_IN14
PortF,PF5 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A5                  ,    ,    ,EVENTOUT,ADC3_IN15
PortF,PF6 ,             ,                 ,        ,TIM10_CH1          ,               ,SPI5_NSS                            ,SAI1_SD_B                               ,                                    ,UART7_RX                       ,QUADSPI_BK1_IO3                     ,                                   ,          ,                        ,    ,    ,EVENTOUT,ADC3_IN4
PortF,PF7 ,             ,                 ,        ,TIM11_CH1          ,               ,SPI5_SCK                            ,SAI1_MCLK_B                             ,                                    ,UART7_TX                       ,QUADSPI_BK1_IO2                     ,                                   ,          ,                        ,    ,    ,EVENTOUT,ADC3_IN5
PortF,PF8 ,             ,                 ,        ,                   ,               ,SPI5_MISO                           ,SAI1_SCK_B                              ,                                    ,UART7_RTS                      ,TIM13_CH1                           ,QUADSPI_BK1_IO0                    ,          ,                        ,    ,    ,EVENTOUT,ADC3_IN6
PortF,PF9 ,             ,                 ,        ,                   ,               ,SPI5_MOSI                           ,SAI1_FS_B                               ,                                    ,UART7_CTS                      ,TIM14_CH1                           ,QUADSPI_BK1_IO1                    ,          ,                        ,    ,    ,EVENTOUT,ADC3_IN7
PortF,PF10,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,ADC3_IN8
PortF,PF11,             ,                 ,        ,                   ,               ,SPI5_MOSI                           ,                                        ,                                    ,                               ,                                    ,SAI2_SD_B                          ,          ,FMC_SDNRAS              ,    ,    ,EVENTOUT,
PortF,PF12,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A6                  ,    ,    ,EVENTOUT,
PortF,PF13,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A7                  ,    ,    ,EVENTOUT,
PortF,PF14,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A8                  ,    ,    ,EVENTOUT,
PortF,PF15,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A9                  ,    ,    ,EVENTOUT,
PortG,PG0 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A10                 ,    ,    ,EVENTOUT,
PortG,PG1 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A11                 ,    ,    ,EVENTOUT,
PortG,PG2 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A12                 ,    ,    ,EVENTOUT,
PortG,PG3 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A13                 ,    ,    ,EVENTOUT,
PortG,PG4 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A14/FMC_BA0         ,    ,    ,EVENTOUT,
PortG,PG5 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_A15/FMC_BA1         ,    ,    ,EVENTOUT,
PortG,PG6 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortG,PG7 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,USART6_CK                      ,                                    ,                                   ,          ,FMC_INT                 ,    ,    ,EVENTOUT,
PortG,PG8 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,USART6_RTS                     ,                                    ,                                   ,          ,FMC_SDCLK               ,    ,    ,EVENTOUT,
PortG,PG9 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,USART6_RX                      ,QUADSPI_BK2_IO2                     ,SAI2_FS_B                          ,SDMMC2_D0 ,FMC_NE2/FMC_NCE         ,    ,    ,EVENTOUT,
PortG,PG10,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,SAI2_SD_B                          ,SDMMC2_D1 ,FMC_NE3                 ,    ,    ,EVENTOUT,
PortG,PG11,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,SDMMC2_D2                          ,          ,                        ,    ,    ,EVENTOUT,
PortG,PG12,             ,                 ,        ,LPTIM1_IN1         ,               ,                                    ,                                        ,                                    ,USART6_RTS                     ,                                    ,                                   ,SDMMC2_D3 ,FMC_NE4                 ,    ,    ,EVENTOUT,
PortG,PG13,TRACED0      ,                 ,        ,LPTIM1_OUT         ,               ,                                    ,                                        ,                                    ,USART6_CTS                     ,                                    ,                                   ,          ,FMC_A24                 ,    ,    ,EVENTOUT,
PortG,PG14,TRACED1      ,                 ,        ,LPTIM1_ETR         ,               ,                                    ,                                        ,                                    ,USART6_TX                      ,QUADSPI_BK2_IO3                     ,                                   ,          ,FMC_A25                 ,    ,    ,EVENTOUT,
PortG,PG15,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,USART6_CTS                     ,                                    ,                                   ,          ,FMC_SDNCAS              ,    ,    ,EVENTOUT,
PortH,PH0 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortH,PH1 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,                        ,    ,    ,EVENTOUT,
PortH,PH2 ,             ,                 ,        ,LPTIM1_IN2         ,               ,                                    ,                                        ,                                    ,                               ,QUADSPI_BK2_IO0                     ,SAI2_SCK_B                         ,          ,FMC_SDCKE0              ,    ,    ,EVENTOUT,
PortH,PH3 ,             ,                 ,        ,                   ,               ,                                    ,                                        ,                                    ,                               ,QUADSPI_BK2_IO1                     ,SAI2_MCK_B                         ,          ,FMC_SDNE0               ,    ,    ,EVENTOUT,
PortH,PH4 ,             ,                 ,        ,                   ,I2C2_SCL       ,                                    ,                                        ,                                    ,                               ,                                    ,OTG_HS_ULPI_NXT                    ,          ,                        ,    ,    ,EVENTOUT,
PortH,PH5 ,             ,                 ,        ,                   ,I2C2_SDA       ,SPI5_NSS                            ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_SDNWE               ,    ,    ,EVENTOUT,
PortH,PH6 ,             ,                 ,        ,                   ,I2C2_SMBA      ,SPI5_SCK                            ,                                        ,                                    ,                               ,TIM12_CH1                           ,                                   ,          ,FMC_SDNE1               ,    ,    ,EVENTOUT,
PortH,PH7 ,             ,                 ,        ,                   ,I2C3_SCL       ,SPI5_MISO                           ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_SDCKE1              ,    ,    ,EVENTOUT,
PortH,PH8 ,             ,                 ,        ,                   ,I2C3_SDA       ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_D16                 ,    ,    ,EVENTOUT,
PortH,PH9 ,             ,                 ,        ,                   ,I2C3_SMBA      ,                                    ,                                        ,                                    ,                               ,TIM12_CH2                           ,                                   ,          ,FMC_D17                 ,    ,    ,EVENTOUT,
PortH,PH10,             ,                 ,TIM5_CH1,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_D18                 ,    ,    ,EVENTOUT,
PortH,PH11,             ,                 ,TIM5_CH2,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_D19                 ,    ,    ,EVENTOUT,
PortH,PH12,             ,                 ,TIM5_CH3,                   ,               ,                                    ,                                        ,                                    ,                               ,                                    ,                                   ,          ,FMC_D20                 ,    ,    ,EVENTOUT,
PortH,PH13,             ,                 ,        ,TIM8_CH1N          ,               ,                                    ,                                        ,                                    ,UART4_TX                       ,CAN1_TX                             ,                                   ,          ,FMC_D21                 ,    ,    ,EVENTOUT,
