Port ,Pin ,AF0         ,AF1                   ,AF2                              ,AF3                                             ,AF4                    ,AF5                                                  ,AF6                                        ,AF7                     ,AF8                                     ,AF9                 ,AF10                  ,AF11                ,AF12                        ,AF13                  ,AF14                      ,AF15    ,ADC
PortA,PA9 ,            ,                      ,I2C3_SMBA                        ,                                                ,I2C2_SCL               ,I2S3_MCK                                             ,TIM1_CH2                                   ,USART1_TX               ,COMP5_OUT                               ,TIM15_BKIN          ,TIM2_CH3              ,                    ,                            ,HRTIM1_CHA2           ,SAI1_FS_A                 ,EVENTOUT,ADC5_IN2
PortA,PA10,            ,TIM17_BKIN            ,                                 ,USB_CRS_SYNC                                    ,I2C2_SMBA              ,SPI2_MISO                                            ,TIM1_CH3                                   ,USART1_RX               ,COMP6_OUT                               ,                    ,TIM2_CH4              ,TIM8_BKIN           ,SAI1_D1                     ,HRTIM1_CHB1           ,SAI1_SD_A                 ,EVENTOUT,
PortA,PA11,            ,                      ,                                 ,                                                ,                       ,SPI2_MOSI/I2S2_SD                                    ,TIM1_CH1N                                  ,USART1_CTS              ,COMP1_OUT                               ,CAN1_RX             ,TIM4_CH1              ,TIM1_CH4            ,TIM1_BKIN2                  ,HRTIM1_CHB2           ,                          ,EVENTOUT,
PortA,PA12,            ,TIM16_CH1             ,                                 ,                                                ,                       ,I2SCKIN                                              ,TIM1_CH2N                                  ,USART1_RTS_DE           ,COMP2_OUT                               ,CAN1_TX             ,TIM4_CH2              ,TIM1_ETR            ,                            ,HRTIM1_FLT1           ,                          ,EVENTOUT,
PortA,PA13,SWDIOJTMS   ,TIM16_CH1N            ,                                 ,I2C4_SCL                                        ,I2C1_SCL               ,IR_OUT                                               ,                                           ,USART3_CTS              ,                                        ,                    ,TIM4_CH3              ,                    ,                            ,SAI1_SD_B             ,                          ,EVENTOUT,
PortA,PA14,SWCLKJTCK   ,LPTIM1_OUT            ,                                 ,I2C4_SMBA                                       ,I2C1_SDA               ,TIM8_CH2                                             ,TIM1_BKIN                                  ,USART2_TX               ,                                        ,                    ,                      ,                    ,                            ,SAI1_FS_B             ,                          ,EVENTOUT,
PortA,PA15,JTDI        ,TIM2_CH1              ,TIM8_CH1                         ,                                                ,I2C1_SCL               ,SPI1_NSS                                             ,SPI3_NSS/I2S3_WS                           ,USART2_RX               ,UART4_RTS_DE                            ,TIM1_BKIN           ,                      ,CAN3_TX             ,                            ,HRTIM1_FLT2           ,TIM2_ETR                  ,EVENTOUT,
PortB,PB0 ,            ,                      ,TIM3_CH3                         ,                                                ,TIM8_CH2N              ,                                                     ,TIM1_CH2N                                  ,                        ,                                        ,                    ,QUADSPI_BK1_IO1      ,                    ,                            ,HRTIM1_FLT5           ,UCPD1_FRSTX               ,EVENTOUT,ADC3_IN12/ADC1_IN15
PortB,PB1 ,            ,                      ,TIM3_CH4                         ,                                                ,TIM8_CH3N              ,                                                     ,TIM1_CH3N                                  ,                        ,COMP4_OUT                               ,                    ,QUADSPI_BK1_IO0      ,                    ,LPUART1_RTS_DE              ,HRTIM1_SCOUT          ,                          ,EVENTOUT,ADC3_IN1/ADC1_IN12
PortB,PB2 ,RTC_OUT2    ,LPTIM1_OUT            ,TIM5_CH1                         ,TIM20_CH1                                       ,I2C3_SMBA              ,                                                     ,                                           ,                        ,                                        ,                    ,QUADSPI_BK2_IO1      ,                    ,                            ,HRTIM1_SCIN           ,                          ,EVENTOUT,ADC2_IN12
PortB,PB3 ,JTDOTRACESWO,TIM2_CH2              ,TIM4_ETR                         ,USB_CRS_SYNC                                    ,TIM8_CH1N              ,SPI1_SCK                                             ,SPI3_SCK/I2S3_CK                           ,USART2_TX               ,                                        ,                    ,TIM3_ETR              ,CAN3_RX             ,HRTIM1_SCOUT                ,HRTIM1_EEV9           ,SAI1_SCK_B                ,EVENTOUT,
PortB,PB4 ,JTRST       ,TIM16_CH1             ,TIM3_CH1                         ,                                                ,TIM8_CH2N              ,SPI1_MISO                                            ,SPI3_MISO                                  ,USART2_RX               ,UART5_RTS_DE                            ,                    ,TIM17_BKIN            ,CAN3_TX             ,                            ,HRTIM1_EEV7           ,SAI1_MCLK_B               ,EVENTOUT,
PortB,PB5 ,            ,TIM16_BKIN            ,TIM3_CH2                         ,TIM8_CH3N                                       ,I2C1_SMBA              ,SPI1_MOSI                                            ,SPI3_MOSI/I2S3_SD                          ,USART2_CK               ,I2C3_SDA                                ,CAN2_RX             ,TIM17_CH1             ,LPTIM1_IN1          ,SAI1_SD_B                   ,HRTIM1_EEV6           ,UART5_CTS                 ,EVENTOUT,
PortB,PB6 ,            ,TIM16_CH1N            ,TIM4_CH1                         ,                                                ,                       ,TIM8_CH1                                             ,TIM8_ETR                                   ,USART1_TX               ,COMP4_OUT                               ,CAN2_TX             ,TIM8_BKIN2            ,LPTIM1_ETR          ,HRTIM1_SCIN                 ,HRTIM1_EEV4           ,SAI1_FS_B                 ,EVENTOUT,
PortB,PB7 ,            ,TIM17_CH1N            ,TIM4_CH2                         ,I2C4_SDA                                        ,I2C1_SDA               ,TIM8_BKIN                                            ,                                           ,USART1_RX               ,COMP3_OUT                               ,                    ,TIM3_CH4              ,LPTIM1_IN2          ,FMC_NL                      ,HRTIM1_EEV3           ,UART4_CTS                 ,EVENTOUT,
PortB,PB8 ,            ,TIM16_CH1             ,TIM4_CH3                         ,SAI1_CK1                                        ,I2C1_SCL               ,                                                     ,                                           ,USART3_RX               ,COMP1_OUT                               ,CAN1_RX             ,TIM8_CH2              ,                    ,TIM1_BKIN                   ,HRTIM1_EEV8           ,SAI1_MCLK_A               ,EVENTOUT,
PortB,PB9 ,            ,TIM17_CH1             ,TIM4_CH4                         ,SAI1_D2                                         ,I2C1_SDA               ,                                                     ,IR_OUT                                     ,USART3_TX               ,COMP2_OUT                               ,CAN1_TX             ,TIM8_CH3              ,                    ,TIM1_CH3N                   ,HRTIM1_EEV5           ,SAI1_FS_A                 ,EVENTOUT,
PortB,PB10,            ,TIM2_CH3              ,                                 ,                                                ,                       ,                                                     ,                                           ,USART3_TX               ,LPUART1_RX                              ,                    ,QUADSPI_CLK          ,                    ,TIM1_BKIN                   ,HRTIM1_FLT3           ,SAI1_SCK_A                ,EVENTOUT,
PortB,PB11,            ,TIM2_CH4              ,                                 ,                                                ,                       ,                                                     ,                                           ,USART3_RX               ,LPUART1_TX                              ,                    ,QUADSPI_BK1_NCS      ,                    ,                            ,HRTIM1_FLT4           ,                          ,EVENTOUT,ADC12_IN14
PortB,PB12,            ,                      ,TIM5_ETR                         ,                                                ,I2C2_SMBA              ,SPI2_NSS/I2S2_WS                                     ,TIM1_BKIN                                  ,USART3_CK               ,LPUART1_RTS_DE                          ,CAN2_RX             ,                      ,                    ,                            ,HRTIM1_CHC1           ,                          ,EVENTOUT,ADC4_IN3/ADC1_IN11
PortB,PB13,            ,                      ,                                 ,                                                ,                       ,SPI2_SCK/I2S2_CK                                     ,TIM1_CH1N                                  ,USART3_CTS              ,LPUART1_CTS                             ,CAN2_TX             ,                      ,                    ,                            ,HRTIM1_CHC2           ,                          ,EVENTOUT,ADC3_IN5
PortB,PB14,            ,TIM15_CH1             ,                                 ,                                                ,                       ,SPI2_MISO                                            ,TIM1_CH2N                                  ,USART3_RTS_DE           ,COMP4_OUT                               ,                    ,                      ,                    ,                            ,HRTIM1_CHD1           ,                          ,EVENTOUT,ADC4_IN4/ADC1_IN5
PortB,PB15,RTC_REFIN   ,TIM15_CH2             ,TIM15_CH1N                       ,COMP3_OUT                                       ,TIM1_CH3N              ,SPI2_MOSI/I2S2_SD                                    ,                                           ,                        ,                                        ,                    ,                      ,                    ,                            ,HRTIM1_CHD2           ,                          ,EVENTOUT,ADC4_IN5/ADC2_IN15
PortC,PC0 ,            ,LPTIM1_IN1            ,TIM1_CH1                         ,                                                ,                       ,                                                     ,                                           ,                        ,LPUART1_RX                              ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,ADC12_IN6
PortC,PC1 ,            ,LPTIM1_OUT            ,TIM1_CH2                         ,                                                ,                       ,                                                     ,                                           ,                        ,LPUART1_TX                              ,                    ,QUADSPI_BK2_IO0      ,                    ,                            ,SAI1_SD_A             ,                          ,EVENTOUT,ADC12_IN7
PortC,PC2 ,            ,LPTIM1_IN2            ,TIM1_CH3                         ,COMP3_OUT                                       ,                       ,                                                     ,TIM20_CH2                                  ,                        ,                                        ,                    ,QUADSPI_BK2_IO1      ,                    ,                            ,                      ,                          ,EVENTOUT,ADC12_IN8
PortC,PC3 ,            ,LPTIM1_ETR            ,TIM1_CH4                         ,SAI1_D1                                         ,                       ,                                                     ,TIM1_BKIN2                                 ,                        ,                                        ,                    ,QUADSPI_BK2_IO2      ,                    ,                            ,SAI1_SD_A             ,                          ,EVENTOUT,ADC12_IN9
PortC,PC4 ,            ,                      ,TIM1_ETR                         ,                                                ,I2C2_SCL               ,                                                     ,                                           ,USART1_TX               ,                                        ,                    ,QUADSPI_BK2_IO3      ,                    ,                            ,                      ,                          ,EVENTOUT,ADC2_IN5
PortC,PC5 ,            ,                      ,TIM15_BKIN                       ,SAI1_D3                                         ,                       ,                                                     ,TIM1_CH4N                                  ,USART1_RX               ,                                        ,                    ,                      ,                    ,                            ,HRTIM1_EEV10          ,                          ,EVENTOUT,ADC2_IN11
PortC,PC6 ,            ,                      ,TIM3_CH1                         ,HRTIM1_EEV10                                    ,TIM8_CH1               ,                                                     ,I2S2_MCK                                   ,COMP6_OUT               ,I2C4_SCL                                ,                    ,                      ,                    ,                            ,HRTIM1_CHF1           ,                          ,EVENTOUT,
PortC,PC7 ,            ,                      ,TIM3_CH2                         ,HRTIM1_FLT5                                     ,TIM8_CH2               ,                                                     ,I2S3_MCK                                   ,COMP5_OUT               ,I2C4_SDA                                ,                    ,                      ,                    ,                            ,HRTIM1_CHF2           ,                          ,EVENTOUT,
PortC,PC8 ,            ,                      ,TIM3_CH3                         ,HRTIM1_CHE1                                     ,TIM8_CH3               ,                                                     ,TIM20_CH3                                  ,COMP7_OUT               ,I2C3_SCL                                ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortC,PC9 ,            ,                      ,TIM3_CH4                         ,HRTIM1_CHE2                                     ,TIM8_CH4               ,I2SCKIN                                              ,TIM8_BKIN2                                 ,                        ,I2C3_SDA                                ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortC,PC10,            ,                      ,                                 ,                                                ,TIM8_CH1N              ,UART4_TX                                             ,SPI3_SCK/I2S3_CK                           ,USART3_TX               ,                                        ,                    ,                      ,                    ,                            ,HRTIM1_FLT6           ,                          ,EVENTOUT,
PortC,PC11,            ,                      ,                                 ,HRTIM1_EEV2                                     ,TIM8_CH2N              ,UART4_RX                                             ,SPI3_MISO                                  ,USART3_RX               ,I2C3_SDA                                ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortC,PC12,            ,TIM5_CH2              ,                                 ,HRTIM1_EEV1                                     ,TIM8_CH3N              ,UART5_TX                                             ,SPI3_MOSI/I2S3_SD                          ,USART3_CK               ,                                        ,                    ,                      ,                    ,                            ,                      ,UCPD1_FRSTX               ,EVENTOUT,
PortC,PC13,            ,                      ,TIM1_BKIN                        ,                                                ,TIM1_CH1N              ,                                                     ,TIM8_CH4N                                  ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortC,PC14,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortC,PC15,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortD,PD0 ,            ,                      ,                                 ,                                                ,                       ,                                                     ,TIM8_CH4N                                  ,                        ,                                        ,CAN1_RX             ,                      ,                    ,FMC_D2                      ,                      ,                          ,EVENTOUT,
PortD,PD1 ,            ,                      ,                                 ,                                                ,TIM8_CH4               ,                                                     ,TIM8_BKIN2                                 ,                        ,                                        ,CAN1_TX             ,                      ,                    ,FMC_D3                      ,                      ,                          ,EVENTOUT,
PortD,PD2 ,            ,                      ,TIM3_ETR                         ,                                                ,TIM8_BKIN              ,UART5_RX                                             ,                                           ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortD,PD3 ,            ,                      ,TIM2_CH1/TIM2_ETR                ,                                                ,                       ,                                                     ,                                           ,USART2_CTS              ,                                        ,                    ,QUADSPI_BK2_NCS      ,                    ,FMC_CLK                     ,                      ,                          ,EVENTOUT,
PortD,PD4 ,            ,                      ,TIM2_CH2                         ,                                                ,                       ,                                                     ,                                           ,USART2_RTS_DE           ,                                        ,                    ,QUADSPI_BK2_IO0      ,                    ,FMC_NOE                     ,                      ,                          ,EVENTOUT,
PortD,PD5 ,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,USART2_TX               ,                                        ,                    ,QUADSPI_BK2_IO1      ,                    ,FMC_NWE                     ,                      ,                          ,EVENTOUT,
PortD,PD6 ,            ,                      ,TIM2_CH4                         ,SAI1_D1                                         ,                       ,                                                     ,                                           ,USART2_RX               ,                                        ,                    ,QUADSPI_BK2_IO2      ,                    ,FMC_NWAIT                   ,SAI1_SD_A             ,                          ,EVENTOUT,
PortD,PD7 ,            ,                      ,TIM2_CH3                         ,                                                ,                       ,                                                     ,                                           ,USART2_CK               ,                                        ,                    ,QUADSPI_BK2_IO3      ,                    ,FMC_NCE/FMC_NE1             ,                      ,                          ,EVENTOUT,
PortD,PD8 ,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,USART3_TX               ,                                        ,                    ,                      ,                    ,FMC_D13                     ,                      ,                          ,EVENTOUT,ADC4_IN12/ADC5_IN12
PortD,PD9 ,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,USART3_RX               ,                                        ,                    ,                      ,                    ,FMC_D14                     ,                      ,                          ,EVENTOUT,ADC4_IN13/ADC5_IN13
PortD,PD10,            ,                      ,                                 ,                                                ,                       ,                                                     ,                                           ,USART3_CK               ,                                        ,                    ,                      ,                    ,FMC_D15                     ,                      ,                          ,EVENTOUT,ADC345_IN7
PortD,PD11,            ,TIM5_ETR              ,                                 ,                                                ,I2C4_SMBA              ,                                                     ,                                           ,USART3_CTS              ,                                        ,                    ,                      ,                    ,FMC_A16                     ,                      ,                          ,EVENTOUT,ADC345_IN8
PortD,PD12,            ,                      ,TIM4_CH1                         ,                                                ,                       ,                                                     ,                                           ,USART3_RTS_DE           ,                                        ,                    ,                      ,                    ,FMC_A17                     ,                      ,                          ,EVENTOUT,ADC345_IN9
PortD,PD13,            ,                      ,TIM4_CH2                         ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A18                     ,                      ,                          ,EVENTOUT,ADC345_IN10
PortD,PD14,            ,                      ,TIM4_CH3                         ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_D0                      ,                      ,                          ,EVENTOUT,ADC345_IN11
PortD,PD15,            ,                      ,TIM4_CH4                         ,                                                ,                       ,                                                     ,SPI2_NSS                                   ,                        ,                                        ,                    ,                      ,                    ,FMC_D1                      ,                      ,                          ,EVENTOUT,
PortE,PE0 ,            ,                      ,TIM4_ETR                         ,TIM20_CH4N                                      ,TIM16_CH1              ,                                                     ,TIM20_ETR                                  ,USART1_TX               ,                                        ,CAN1_RXFD           ,                      ,                    ,FMC_NBL0                    ,                      ,                          ,EVENTOUT,
PortE,PE1 ,            ,                      ,                                 ,                                                ,TIM17_CH1              ,                                                     ,TIM20_CH4                                  ,USART1_RX               ,                                        ,                    ,                      ,                    ,FMC_NBL1                    ,                      ,                          ,EVENTOUT,
PortE,PE2 ,TRACECK     ,                      ,TIM3_CH1                         ,SAI1_CK1                                        ,                       ,SPI4_SCK                                             ,TIM20_CH1                                  ,                        ,                                        ,                    ,                      ,                    ,FMC_A23                     ,SAI1_MCLK_A           ,                          ,EVENTOUT,
PortE,PE3 ,TRACED0     ,                      ,TIM3_CH2                         ,                                                ,                       ,SPI4_NSS                                             ,TIM20_CH2                                  ,                        ,                                        ,                    ,                      ,                    ,FMC_A19                     ,SAI1_SD_B             ,                          ,EVENTOUT,
PortE,PE4 ,TRACED1     ,                      ,TIM3_CH3                         ,SAI1_D2                                         ,                       ,SPI4_NSS                                             ,TIM20_CH1N                                 ,                        ,                                        ,                    ,                      ,                    ,FMC_A20                     ,SAI1_FS_A             ,                          ,EVENTOUT,
PortE,PE5 ,TRACED2     ,                      ,TIM3_CH4                         ,SAI1_CK2                                        ,                       ,SPI4_MISO                                            ,TIM20_CH2N                                 ,                        ,                                        ,                    ,                      ,                    ,FMC_A21                     ,SAI1_SCK_A            ,                          ,EVENTOUT,
PortE,PE6 ,TRACED3     ,                      ,                                 ,SAI1_D1                                         ,                       ,SPI4_MOSI                                            ,TIM20_CH3N                                 ,                        ,                                        ,                    ,                      ,                    ,FMC_A22                     ,SAI1_SD_A             ,                          ,EVENTOUT,
PortE,PE7 ,            ,                      ,TIM1_ETR                         ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_D4                      ,SAI1_SD_B             ,                          ,EVENTOUT,ADC3_IN4
PortE,PE8 ,            ,TIM5_CH3              ,TIM1_CH1N                        ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_D5                      ,SAI1_SCK_B            ,                          ,EVENTOUT,ADC345_IN6
PortE,PE9 ,            ,TIM5_CH4              ,TIM1_CH1                         ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_D6                      ,SAI1_FS_B             ,                          ,EVENTOUT,ADC3_IN2
PortE,PE10,            ,                      ,TIM1_CH2N                        ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,QUADSPI_CLK          ,                    ,FMC_D7                      ,SAI1_MCLK_B           ,                          ,EVENTOUT,ADC345_IN14
PortE,PE11,            ,                      ,TIM1_CH2                         ,                                                ,                       ,SPI4_NSS                                             ,                                           ,                        ,                                        ,                    ,QUADSPI_BK1_NCS      ,                    ,FMC_D8                      ,                      ,                          ,EVENTOUT,ADC345_IN15
PortE,PE12,            ,                      ,TIM1_CH3N                        ,                                                ,                       ,SPI4_SCK                                             ,                                           ,                        ,                                        ,                    ,QUADSPI_BK1_IO0      ,                    ,FMC_D9                      ,                      ,                          ,EVENTOUT,ADC345_IN16
PortE,PE13,            ,                      ,TIM1_CH3                         ,                                                ,                       ,SPI4_MISO                                            ,                                           ,                        ,                                        ,                    ,QUADSPI_BK1_IO1      ,                    ,FMC_D10                     ,                      ,                          ,EVENTOUT,ADC3_IN3
PortE,PE14,            ,                      ,TIM1_CH4                         ,                                                ,                       ,SPI4_MOSI                                            ,TIM1_BKIN2                                 ,                        ,                                        ,                    ,QUADSPI_BK1_IO2      ,                    ,FMC_D11                     ,                      ,                          ,EVENTOUT,ADC4_IN1
PortE,PE15,            ,                      ,TIM1_BKIN                        ,                                                ,                       ,                                                     ,TIM1_CH4N                                  ,USART3_RX               ,                                        ,                    ,QUADSPI_BK1_IO3      ,                    ,FMC_D12                     ,                      ,                          ,EVENTOUT,ADC4_IN2
PortF,PF0 ,            ,                      ,                                 ,                                                ,I2C2_SDA               ,SPI2_NSS/I2S2_WS                                     ,TIM1_CH3N                                  ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,ADC1_IN10
PortF,PF1 ,            ,                      ,                                 ,                                                ,                       ,SPI2_SCK/I2S2_CK                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,                            ,                      ,                          ,EVENTOUT,ADC2_IN10
PortF,PF2 ,            ,                      ,TIM20_CH3                        ,                                                ,I2C2_SMBA              ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A2                      ,                      ,                          ,EVENTOUT,
PortF,PF3 ,            ,                      ,TIM20_CH4                        ,                                                ,I2C3_SCL               ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A3                      ,                      ,                          ,EVENTOUT,
PortF,PF4 ,            ,                      ,COMP1_OUT                        ,TIM20_CH1N                                      ,I2C3_SDA               ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A4                      ,                      ,                          ,EVENTOUT,
PortF,PF5 ,            ,                      ,TIM20_CH2N                       ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A5                      ,                      ,                          ,EVENTOUT,
PortF,PF6 ,            ,TIM5_ETR              ,TIM4_CH4                         ,SAI1_SD_B                                       ,I2C2_SCL               ,                                                     ,TIM5_CH1                                   ,USART3_RTS              ,                                        ,                    ,QUADSPI_BK1_IO3      ,                    ,                            ,                      ,                          ,EVENTOUT,
PortF,PF7 ,            ,                      ,TIM20_BKIN                       ,                                                ,                       ,                                                     ,TIM5_CH2                                   ,                        ,                                        ,                    ,QUADSPI_BK1_IO2      ,                    ,FMC_A1                      ,SAI1_MCLK_B           ,                          ,EVENTOUT,
PortF,PF8 ,            ,                      ,TIM20_BKIN2                      ,                                                ,                       ,                                                     ,TIM5_CH3                                   ,                        ,                                        ,                    ,QUADSPI_BK1_IO0      ,                    ,FMC_A24                     ,SAI1_SCK_B            ,                          ,EVENTOUT,
PortF,PF9 ,            ,                      ,TIM20_BKIN                       ,TIM15_CH1                                       ,                       ,SPI2_SCK                                             ,TIM5_CH4                                   ,                        ,                                        ,                    ,QUADSPI_BK1_IO1      ,                    ,FMC_A25                     ,SAI1_FS_B             ,                          ,EVENTOUT,
PortF,PF10,            ,                      ,TIM20_BKIN2                      ,TIM15_CH2                                       ,                       ,SPI2_SCK                                             ,                                           ,                        ,                                        ,                    ,QUADSPI_CLK          ,                    ,FMC_A0                      ,SAI1_D3               ,                          ,EVENTOUT,
PortF,PF11,            ,                      ,TIM20_ETR                        ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_NE4                     ,                      ,                          ,EVENTOUT,
PortF,PF12,            ,                      ,TIM20_CH1                        ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A6                      ,                      ,                          ,EVENTOUT,
PortF,PF13,            ,                      ,TIM20_CH2                        ,                                                ,I2C4_SMBA              ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A7                      ,                      ,                          ,EVENTOUT,
PortF,PF14,            ,                      ,TIM20_CH3                        ,                                                ,I2C4_SCL               ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A8                      ,                      ,                          ,EVENTOUT,
PortF,PF15,            ,                      ,TIM20_CH4                        ,                                                ,I2C4_SDA               ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A9                      ,                      ,                          ,EVENTOUT,
PortG,PG0 ,            ,                      ,TIM20_CH1N                       ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A10                     ,                      ,                          ,EVENTOUT,
PortG,PG1 ,            ,                      ,TIM20_CH2N                       ,                                                ,                       ,                                                     ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A11                     ,                      ,                          ,EVENTOUT,
PortG,PG2 ,            ,                      ,TIM20_CH3N                       ,                                                ,                       ,SPI1_SCK                                             ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A12                     ,                      ,                          ,EVENTOUT,
PortG,PG3 ,            ,                      ,TIM20_BKIN                       ,                                                ,I2C4_SCL               ,SPI1_MISO                                            ,TIM20_CH4N                                 ,                        ,                                        ,                    ,                      ,                    ,FMC_A13                     ,                      ,                          ,EVENTOUT,
PortG,PG4 ,            ,                      ,TIM20_BKIN2                      ,                                                ,I2C4_SDA               ,SPI1_MOSI                                            ,                                           ,                        ,                                        ,                    ,                      ,                    ,FMC_A14                     ,                      ,                          ,EVENTOUT,
